song,moods,arousal,valence
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/27-5e081onMTN6CqLXE3ftERT- Ludwig van Beethoven, Glenn Gould, Leopold Stokowski, American Symphony Orchestra - Piano Concerto No. 5 in E-Flat Major, Op. 73- II. Adagio un poco mosso.mp3","['documentary', 'drama', 'emotional', 'epic', 'film', 'meditative', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soundscape', 'space']",3.1839962005615234,3.8981547355651855
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/03-5B081R4ZB10dcY1w9sGcCq- Paul Horn - Mumtaz Mahal.mp3,"['calm', 'documentary', 'drama', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",2.424665689468384,3.254650831222534
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/11-4MHzzEkKDmeIDCYvrpoQYU- Johannes Brahms, Netherlands Radio Choir, Royal Concertgebouw Orchestra, Mariss Jansons - Ein deutsches Requiem, Op. 45- II. Denn alles Fleisch es ist wie Gras.mp3","['adventure', 'dark', 'documentary', 'drama', 'dramatic', 'emotional', 'film', 'melancholic', 'movie', 'nature', 'romantic', 'sad', 'trailer']",4.16440486907959,4.570960521697998
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/22-7K88msTVqNsYrDxioYnODu- Edward Elgar, Mainz Chamber Orchestra, Gernot Schulz - Serenade in E Minor, Op. 20- II. Larghetto.mp3","['documentary', 'drama', 'emotional', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'sad', 'soft']",3.082653522491455,3.4824059009552
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/43-4j2rEvNpNCtFt4DBmeCe7y- David Moore - Adiemus.mp3,"['adventure', 'documentary', 'drama', 'dramatic', 'emotional', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'sad', 'soft']",3.279066562652588,3.9746415615081787
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/21-4iCn374fZg5UbGD1xFNo1m- Henryk Górecki, Dawn Upshaw, London Sinfonietta, David Zinman - Symphony No. 3, Op. 36- II. Lento e Largo - Tranquillissimo.mp3","['adventure', 'dark', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'sad']",2.902200222015381,3.391343832015991
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/41-1uQVrfQXsCDaGvjt6qDOWv- Enya - Storms in Africa (Pt. II).mp3,"['drama', 'emotional', 'epic', 'film', 'meditative', 'nature', 'relaxing', 'romantic', 'soft']",3.241398572921753,3.4973723888397217
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/13-7tIU8cUOwM1JweKnyL3CvX- Johannes Brahms, Netherlands Radio Choir, Royal Concertgebouw Orchestra, Mariss Jansons - Ein deutsches Requiem, Op. 45- IV. Wie lieblich sind deine Wohnungen.mp3","['drama', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad']",3.0608394145965576,3.4484121799468994
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/32-21IIGe8aQTf7gcd4AKk3Rr- Wolfgang Amadeus Mozart, Dubrovnik Festival Orchestra, Ivo Drazinic - Ave verum corpus, KV 618.mp3","['adventure', 'dark', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing']",3.5463385581970215,3.666365385055542
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/16-5oM36TLopeP4QWiXUn7EoB- Samuel Barber, London Symphony Orchestra, Kristjan Järvi - Adagio for Strings, Op. 11.mp3","['documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",3.2177329063415527,3.908094644546509
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/29-5G91d60ggXto67mKuA9UHC- Charles Gounod, Angela Maria Blasi, Christian Elsner, Dietrich Henschel, Munich Motet Choir, Munich Philharmonic Orchestra, Hans Rudolf Zöbeley - Messe solennelle de Sainte Cecile- Benedictus.mp3","['drama', 'dream', 'emotional', 'film', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.565230369567871,3.0340378284454346
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/24-4a2qoYY6xINDXtUOBFbJ6d- Wolfgang Amadeus Mozart, David Shifrin, Mostly Mozart Orchestra, Gerard Schwarz - Klarinettenkonzert A-Dur, K. 622- 2. Adagio (Jenseits von Afrika)- II. Adagio.mp3","['drama', 'dramatic', 'emotional', 'epic', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic']",3.6408514976501465,3.670294761657715
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/17-1lIzb9iA5kyCV1bCl9EM7o- Antonio Vivaldi, The English Concert Choir, The English Concert, Trevor Pinnock - Gloria in D Major, RV 589- I. Gloria in excelsis Deo.mp3","['drama', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad']",3.847139835357666,4.100265979766846
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/31-0REw8cHGIz8GiR1sFEuoJf- Richard Wagner, Oregon Symphony, James DePreist - Tristan und Isolde, Act I- Prelude - Liebestod.mp3","['adventure', 'documentary', 'drama', 'dream', 'emotional', 'film', 'meditative', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",2.6674342155456543,3.5631730556488037
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/46-1R2SBN8nh6TpAI29lNVoqm- Mercedes Sosa - Gracias A La Vida.mp3,"['documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad']",3.3152167797088623,3.9266085624694824
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/14-4hlMOI0HfktJ90iZrMUGoc- Johann Sebastian Bach, The Sixteen, Harry Christophers - Mass in B Minor, BWV 232- Kyrie - Kyrie eleison I (Chorus).mp3","['adventure', 'dark', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad']",3.521988868713379,3.874595880508423
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/44-6dGnYIeXmHdcikdzNNDMm2- The Beatles - Here Comes The Sun - Remastered 2009.mp3,"['dream', 'emotional', 'epic', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soundscape', 'space']",3.2262649536132812,3.831150531768799
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/19-03lCuzWrP6reJNIn5YjmRi- Wolfgang Amadeus Mozart - Vesperae solennes de confessore in C, K.339- 4. Laudate pueri Dominum.mp3","['adventure', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'game', 'melancholic', 'movie', 'nature', 'romantic', 'trailer']",3.8088011741638184,3.891753911972046
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/39-5WfUj1NTAvLnKFfUbZE7Rm- Johann Sebastian Bach, Leopold Stokowski, Symphonica Orchestra - Passacaglia - Remastered.mp3","['adventure', 'documentary', 'drama', 'dramatic', 'emotional', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'trailer']",3.7206106185913086,3.8886024951934814
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/38-6EMKsUJgHjLILx8nd5JEWZ- Russill Paul - Evening Shadows Fall.mp3,"['dream', 'emotional', 'meditative', 'nature', 'relaxing', 'sad', 'soundscape', 'space']",3.4904122352600098,3.1628987789154053
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/26-4iHp6tG43qUFTYem9TfRo2- Bohuslav Matěj Černohorský, Josef Ksica, František Xaver Thuri, Gioia della musica - Quare, Domine, irasceris - Memento Abraham.mp3","['adventure', 'documentary', 'drama', 'dramatic', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft']",3.3031954765319824,3.8654561042785645
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/04-0H19IeKKKsP8BM1v30L4kw- Paul Horn - Seah Jahan.mp3,"['drama', 'dream', 'emotional', 'epic', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.951538324356079,3.5247318744659424
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/40-4EC2oBVbCge763kP6V9LL3- Johann Sebastian Bach, Symphonica Orchestra, Leopold Stokowski - Fugue.mp3","['adventure', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'inspiring', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic']",3.128769874572754,3.5961148738861084
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/33-3uNh1Oi6y56ymIGQqvokLK- Gustav Mahler, Polish National Radio Symphony Orchestra, Antoni Wit - Symphony No. 5 in C-Sharp Minor- IV. Adagietto- Sehr langsam.mp3","['dark', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",3.684476375579834,3.9833483695983887
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/35-5abnnwgtZ85pD1LVm7Cvma-Joseph CanteloubePatricia RozarioSir John PritchardPhilharmonia Orchestra-Songs of the Auvergne  Bailero.mp3,"['documentary', 'drama', 'emotional', 'film', 'inspiring', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",3.0720672607421875,3.8408515453338623
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/15-3NLo9LL5xYAfgVp7dhpd7K- Johann Sebastian Bach, The Sixteen, Harry Christophers - Mass in B Minor, BWV 232- Kyrie - Kyrie eleison II (Chorus).mp3","['adventure', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'inspiring', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad']",3.3507094383239746,4.132774829864502
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/00-4JVyxDhSEAe7cvq7hjhikB- Antonio Vivaldi - Concerto for 2 Mandolins, Strings and Continuo in G major, RV 532 - Arr. Pepe Romero for 2 Guitars, Strings and Continuo- II. Andante.mp3","['drama', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad']",3.147170066833496,3.6042556762695312
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/47-0pnZSD8652gd5xYnTd41er- Traditional, Leontyne Price, Leonard de Paur - Swing Low, Sweet Chariot.mp3","['drama', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad']",3.3072900772094727,3.5901288986206055
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/18-3VYjh5MIS1oz5LaeaHWK2L- Johann Sebastian Bach, Leopold Stokowski, Symphonica Orchestra - Komm, süsser Tod BWV478 - Remastered.mp3","['adventure', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'inspiring', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",3.315718650817871,3.8002827167510986
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/08-2Y8QxaUOUWtkq3jLnFrsvm- Traditional, St.Petersburg Chamber Choir - Alleluia, Behold the Bridegroom.mp3","['dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'soft', 'soundscape', 'space']",3.803455114364624,3.9656221866607666
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/34-6trd6Ai6bxgalDjBOhnVuU- Alan Hovhaness, Seattle Symphony Orchestra, Gerard Schwarz - Symphony No. 2, Op. 132, 'Mysterious Mountain'- I. Andante con moto.mp3","['drama', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape']",3.6975791454315186,3.9531502723693848
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/42-24xmFCREF5JiqKBhLHqgKL- Ladysmith Black Mambazo - King of Kings.mp3,"['dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape']",3.6010313034057617,3.841524600982666
/Users/jsgomezc/Data/psilocybin/audio/jh_classical/45-4RsZNU6vYP5pkIe5WhqW3p- Gipsy Kings - Caminando Por La Calle.mp3,"['calm', 'dream', 'emotional', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape']",3.465681552886963,3.7824618816375732
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/28-7slkIMqvPmD5GHNT9YexBb- Charles Gounod, Orchestre De La Société Des Concerts Du Conservatoire, Jean-Claude Hartemann - Gounod- St Cecilia Mass- IV. Sanctus.mp3","['calm', 'dream', 'emotional', 'meditative', 'nature', 'relaxing', 'sad', 'soundscape', 'space']",3.390735626220703,3.1297972202301025
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/07-3yMipKwdfTpH7KSv4dCzop- Morten Lauridsen, H. Robert Reynolds, United States Coast Guard Band, Kenneth W. Megan - O Magnum Mysterium (arr. H.R. Reynolds for wind ensemble).mp3","['documentary', 'drama', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'space']",2.931645154953003,3.638413667678833
"/Users/jsgomezc/Data/psilocybin/audio/jh_classical/06-36XkWMbxnHq6aBc9fLdmFm- Edward Elgar, Sir Colin Davis, London Symphony Orchestra - Enigma Variations- Nimrod.mp3","['dark', 'documentary', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soundscape', 'space']",3.522311210632324,3.235137939453125
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/09-56rN3Zh03LVnJ5kR1VTRJN- Marconi Union - Weightless Part 5.mp3,"['calm', 'dark', 'documentary', 'drama', 'dream', 'emotional', 'film', 'meditative', 'movie', 'nature', 'relaxing', 'sad', 'soundscape', 'space']",2.6324448585510254,3.1627280712127686
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/35-3no88No4QamaIpNEkxPsHU- Brambles - Salt Photographs.mp3,"['calm', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'inspiring', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.3973827362060547,3.3944578170776367
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/07-7mSr5J5gNkZtZrv7mKhTvz- Ólafur Arnalds, Alice Sara Ott - Written In Stone.mp3","['calm', 'documentary', 'dream', 'emotional', 'film', 'meditative', 'movie', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.2300453186035156,2.974893808364868
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/28-2RTov6tVOjamgj9UAqdzbp- Liquid Mind - From the Silence.mp3,"['calm', 'documentary', 'dream', 'emotional', 'film', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",2.1164004802703857,3.4195616245269775
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/03-1EEJBUOORu9dLZQSeQkZOP- Ólafur Arnalds - Fyrsta.mp3,"['calm', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'hopeful', 'inspiring', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.692070960998535,3.7750425338745117
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/15-6mBswyEqaLaim4X6X1t42T- Robert Rich - Memories of Wandering, Pt. 1.mp3","['calm', 'documentary', 'emotional', 'film', 'meditative', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",1.7918130159378052,2.756802558898926
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/27-2kq2ec4vkqBnm0jJHRJ4WV- Liquid Mind - Unity - Pt. 2.mp3,"['background', 'calm', 'documentary', 'dream', 'emotional', 'film', 'inspiring', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.0905351638793945,3.224963903427124
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/51-2IUxS3xF0cNYLEbgUXir1R- David Darling - When We Forgive.mp3,"['calm', 'documentary', 'emotional', 'film', 'hopeful', 'inspiring', 'meditative', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.122119903564453,3.0386292934417725
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/36-6inVF4smJ5IgaYgrtHiaOF- Harold Budd - Arabesque 1 - 2013 Remaster.mp3,"['background', 'calm', 'documentary', 'dream', 'emotional', 'film', 'hopeful', 'inspiring', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.108457088470459,3.219447612762451
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/20-5yE8qvYQ3rXWbgwzauBQpr- Robert Rich - Generosity of Solitude, Pt. 2.mp3","['calm', 'meditative', 'nature', 'relaxing', 'soft', 'soundscape', 'space']",1.794463872909546,2.992560625076294
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/16-4U0SvejlQmYLo9BYdGqktZ- Robert Rich - Memories of Wandering, Pt. 2.mp3","['background', 'calm', 'documentary', 'dream', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",2.0606627464294434,3.685521364212036
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/46-6mqxQL1XCgB9sNLcqzoEK7- Eraldo Bernocchi, Harold Budd, Robin Guthrie - Harmony and the Play of Light.mp3","['calm', 'dream', 'emotional', 'hopeful', 'meditative', 'nature', 'relaxing', 'sad', 'slow', 'soft', 'soundscape', 'space']",2.322544574737549,3.48144793510437
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/04-6Xajr512QEGAZ20bqAWkyT- Ólafur Arnalds - Near Light.mp3,"['calm', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'hopeful', 'inspiring', 'love', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.7815709114074707,4.046976089477539
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/42-7arBO0khQa2mAENg1rePbE- Ex Confusion - Be Still.mp3,"['background', 'calm', 'dream', 'film', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",1.6770427227020264,3.1788763999938965
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/19-5Jg2SbduiHq0e0EQZiV28D- Robert Rich - Generosity of Solitude, Pt. 1.mp3","['calm', 'meditative', 'nature', 'relaxing', 'soft', 'soundscape', 'space']",1.8770335912704468,2.983928680419922
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/53-7agPIlFzTpgKnqyxUVt7aM- Nils Frahm - Over There, It's Raining.mp3","['calm', 'dream', 'meditative', 'nature', 'relaxing', 'soft', 'soundscape', 'space']",1.8795121908187866,3.343698263168335
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/17-1CofRHm9js6lOifjvBuM49- Robert Rich - Seeking Eden.mp3,"['calm', 'cool', 'dream', 'emotional', 'meditative', 'nature', 'relaxing', 'sad', 'slow', 'soundscape', 'space']",2.6728200912475586,5.077497959136963
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/05-7LeEb354eCMys1Ez2Si48t- Ólafur Arnalds - Words Of Amber.mp3,"['calm', 'christmas', 'dream', 'emotional', 'happy', 'holiday', 'hopeful', 'inspiring', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.5303635597229004,4.54598331451416
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/22-3JB64UmpObzqfdxlBIiuWI- Robert Rich - Memories of Home.mp3,"['calm', 'emotional', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",1.9994851350784302,3.378298044204712
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/18-3uQgROtpClP0pjxHQswKy3- Robert Rich - Moss Carpet, Sky Blanket.mp3","['calm', 'dream', 'emotional', 'meditative', 'nature', 'relaxing', 'soft', 'soundscape', 'space']",2.110748291015625,3.6785337924957275
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/11-0zvJ4Iyajp4TYZxsoUjHf8- David Helpling, Jon Jenkins - Awake.mp3","['calm', 'dark', 'deep', 'dream', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",1.8610479831695557,3.0116395950317383
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/62-08qBK1znWkPHIkpaYrgKlp- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - Mal's Moon.mp3","['calm', 'documentary', 'dream', 'emotional', 'meditative', 'movie', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.1780025959014893,3.466277599334717
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/08-6kkwzB6hXLIONkEk9JciA6- Marconi Union - Weightless.mp3,"['calm', 'documentary', 'dream', 'emotional', 'film', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",1.8253215551376343,2.9092791080474854
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/02-192RKxTabT1pQUvOWktjA0- Bruno Sanfilippo - Day By Day.mp3,"['calm', 'cool', 'documentary', 'emotional', 'hopeful', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.38832950592041,3.8927252292633057
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/49-0QUCIyqqwBf0ETy0SmZVdO- David Darling - September Morn.mp3,"['calm', 'dark', 'documentary', 'emotional', 'meditative', 'movie', 'nature', 'relaxing', 'sad', 'soft', 'soundscape']",1.7520005702972412,3.1189260482788086
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/44-6RtdBwIiYavQENjkE6JCba- Eraldo Bernocchi, Harold Budd, Robin Guthrie - Don't Go Where I Can't Find You.mp3","['calm', 'emotional', 'hopeful', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape']",2.032811164855957,3.620208501815796
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/13-21BVYMBNiBJbmGnroi2nzc- Steve Roach - Realm of Refraction.mp3,"['calm', 'dream', 'emotional', 'love', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft']",1.8212157487869263,3.0699498653411865
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/39-2VviNEVTRzsA8La6QA0ryg- Harold Budd - Rue Casimir Delavigne (For Daniel Lentz) - 2013 Remaster.mp3,"['background', 'calm', 'documentary', 'dream', 'nature', 'relaxing', 'soft']",1.8077291250228882,4.183019638061523
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/65-4NA4oHib1MnEEE1CxifKhs- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - You Don't Know What Love Is.mp3","['ballad', 'calm', 'cool', 'drama', 'dream', 'emotional', 'hopeful', 'meditative', 'melancholic', 'nature', 'romantic', 'sad', 'soft']",3.3458032608032227,4.3993306159973145
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/48-5ninNGGy8iR9tv3USENLKb- Harold Budd - Jane 2.mp3,"['calm', 'christmas', 'hopeful', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.5066707134246826,4.099549293518066
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/60-5vtOJrmovXGxGsnAck694H- Eva Cassidy - Fields Of Gold.mp3,"['ballad', 'calm', 'cool', 'emotional', 'hopeful', 'love', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",3.05672550201416,4.05253791809082
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/67-52rcv7RGQnQgiXORMI5arI- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - Phantoms.mp3","['ballad', 'calm', 'cool', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",3.1849772930145264,4.343105316162109
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/64-2JOi0BCPqtAIP5znpQCTFg- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - You.mp3","['ballad', 'calm', 'cool', 'dream', 'emotional', 'hopeful', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'travel']",2.9735493659973145,4.103246212005615
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/47-7tkTF6IxB6aAgV4zeifoyx- Steve Roach, Robert Rich - La Luna.mp3","['calm', 'documentary', 'dream', 'emotional', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.3367443084716797,3.139244556427002
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/38-7AsLKcHPrUZe60x8o47YeQ- Harold Budd - Arabesque 3 - 2013 Remaster.mp3,"['calm', 'christmas', 'drama', 'dream', 'emotional', 'film', 'love', 'meditative', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.6018128395080566,3.644512414932251
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/34-43ecM81mRBXoY7xVetHL1b- Brambles - Such Owls As You.mp3,"['calm', 'cool', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",3.04746150970459,3.8828444480895996
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/55-6ursrZhESZrfQEZeJFuuHq- Parijat - Above the Mountain.mp3,"['calm', 'documentary', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.5558454990386963,3.3201615810394287
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/61-3di8wlOUIwzaIEKFrbIbOW- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - The Peacocks.mp3","['calm', 'dream', 'emotional', 'meditative', 'melancholic', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.8602662086486816,3.5815541744232178
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/45-6mdXlrxfRugXebcFmux55L- Eraldo Bernocchi, Harold Budd, Robin Guthrie - Losing My Breath.mp3","['calm', 'documentary', 'dream', 'emotional', 'film', 'hopeful', 'meditative', 'nature', 'relaxing', 'romantic', 'sad', 'soft', 'soundscape', 'space']",2.5594143867492676,3.5491983890533447
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/32-0zuWNniYZhd6STdyThAxjY- Robert Rich - Amrita (Water of Life).mp3,"['calm', 'dream', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.406391143798828,3.169302463531494
"/Users/jsgomezc/Data/psilocybin/audio/compass_v2/63-4kgBXNBj0TKGyDPuhZu4fC- Cava Menzies, Nick Phillips, Jeff Chambers, Jaz Sawyer - For All We Know - 19224.mp3","['calm', 'documentary', 'drama', 'emotional', 'film', 'hopeful', 'meditative', 'melancholic', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']",2.73861026763916,3.563835859298706
/Users/jsgomezc/Data/psilocybin/audio/compass_v2/41-6aSQ70Lm1dDFZJlKf9wuK5- Bohren & Der Club Of Gore - Maximum Black.mp3,"['calm', 'documentary', 'emotional', 'meditative', 'movie', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'space']",2.3260583877563477,3.13802170753479
