#,playlist,Song,Artist,Time,BPM,Genres,Parent Genres,Album,Album Date,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,Duration (s),Duration (m),Duration,phase,process?,link
18,copenhagen,"Dido and Aeneas, Z. 626: When I am laid in earth,  Dido's Lament  (arr. L. Stokowski)","Henry Purcell,Leopold Stokowski,Bournemouth Symphony Orchestra,José Serebrier",4:23,73,"classical, choral, orchestra",Classical,"Bach, J.S. / Purcell / Handel: Stokowski Transcriptions",9/1/06,7,3,92,94,3,0,10,-27,G Minor,4,2/14/21,5HDNrfDZXJpCLSKxB4npUB,Naxos,6A,HKI190554611,263,4.383,0:04:23,peak,TRUE,https://open.spotify.com/track/5HDNrfDZXJpCLSKxB4npUB
19,copenhagen,O Virtus Sapiente,"Hildegard von Bingen,Kronos Quartet",4:31,57,"medieval, gregorian chant, classical, minimalism, avant-garde",Classical,Early Music,8/15/97,9,1,95,98,3,0,10,-38,E Major,4,2/28/21,6S2hqgDhJ0jAJcCfWNo2Hm,Nonesuch/Warner Records,12B,USNO19745717,272,4.533,0:04:32,peak,TRUE,https://open.spotify.com/track/6S2hqgDhJ0jAJcCfWNo2Hm
20,copenhagen,iTMOi (in the mind of igor): Sacrifice,"Nitin Sawhney,Jocelyn Pook,Ben Frost,Tanja Tzarovska,Voya Zivkovic,Melanie Pappenheim,Manickam Yogeswaren",6:15,63,"trip hop, drone, dark ambient, ambient, experimental,","Electronic, Rock, Pop","Pook, Sawhney & Frost: iTMOi (In the Mind of Igor)",1/28/14,8,25,89,16,11,0,10,-18,F Minor,5,9/17/21,7iO9HcAP57k4XzJdA4k5Ws,Pook Music,4A,GBAE71200061,376,6.267,0:06:16,peak,TRUE,https://open.spotify.com/track/7iO9HcAP57k4XzJdA4k5Ws
21,copenhagen,Om Namah Shivaaya,Russill Paul,17:35,76,,,Album,2008-00-00,23,49,76,1,5,0,0,-10,E Major,4,3/7/21,64ggF4cO1qy9uLF3uaamgC,The Relaxation Company,12B,US34D0400039,1055,17.583,0:17:35,peak,FALSE,https://open.spotify.com/track/64ggF4cO1qy9uLF3uaamgC
22,copenhagen,Ongmanibamai,HAYA樂團,5:45,100,chinese indie,Pop,寂靜的天空,5/20/09,24,18,64,1,4,0,10,-13,F Minor,4,3/7/21,1LCSfp70iAFHRK0PI7THpX,WIND MUSIC,4A,TWC010905351,348,5.800,0:05:48,peak,TRUE,https://open.spotify.com/track/1LCSfp70iAFHRK0PI7THpX
23,copenhagen,Calling the Others,Anilah,6:25,120,neofolk,Folk/Acoustic,Warrior,1/4/14,24,65,0,95,4,0,0,-9,B Minor,4,8/13/21,1svZ16d9FKvt9k7zpX4Wls,Anilah,10A,CAJ8K1300003,386,6.433,0:06:26,peak,TRUE,https://open.spotify.com/track/1svZ16d9FKvt9k7zpX4Wls
24,copenhagen,The Waiting,"Michael Hoppé,Martin Tillman,Tim Wheater",4:15,88,new age,New age,Afterglow,9/16/20,9,18,51,91,8,0,40,-18,G Minor,3,2/14/21,38LpY8ODKg1fgIkSzbpyx0,Chordially Yours Music,6A,USAKS0501777,256,4.267,0:04:16,peak,TRUE,https://open.spotify.com/track/38LpY8ODKg1fgIkSzbpyx0
25,copenhagen,Mercy,"Max Richter,Hilary Hahn,Cory Smythe",5:31,91,"neoclassical, minimalism, classical, ambient","Electronic, Classical",In 27 Pieces: the Hilary Hahn Encores,1/1/13,16,4,95,42,3,0,0,-23,A#/B♭ Minor,4,2/15/21,4FGO899sqaOBJMs59fOhYI,Deutsche Grammophon (DG),3A,DEN961205370,332,5.533,0:05:32,peak,TRUE,https://open.spotify.com/track/4FGO899sqaOBJMs59fOhYI
26,copenhagen,"Adagio for Strings, Op. 11","Samuel Barber,Leonard Bernstein,New York Philharmonic",9:56,89,"classical, orchestra",Classical,Romantic Favorites for Strings (Expanded Edition),1964-00-00,12,9,91,90,3,0,0,-20,A#/B♭ Minor,3,4/16/21,7nHvS6UUhz2gJhj8TIROLX,Sony Classical,3A,USSM10402764,594,9.900,0:09:54,peak,TRUE,https://open.spotify.com/track/7nHvS6UUhz2gJhj8TIROLX
27,copenhagen,"Sospiri, Op. 70","Edward Elgar,English Chamber Orchestra,Osian Ellis,Paul Goodwin",5:07,117,"classical, orchestra, opera, chamber music",Classical,Elgar: Nursery Suite; Serenade for Strings; Dream Children; Sospiri; Elegy,2001-00-00,17,3,80,92,3,0,10,-30,F Major,1,3/7/21,1SMDuZThgauvMckxone4sT,harmonia mundi,7B,USHM10025812,307,5.117,0:05:07,peak,TRUE,https://open.spotify.com/track/1SMDuZThgauvMckxone4sT
28,copenhagen,Da pacem Domine,"Arvo Pärt,Estonian Philharmonic Chamber Choir,Paul Hillier",5:43,128,"minimalism, classical, choral, medieval, gregorian chant, requiem, avant-garde",Classical,Arvo Pärt: Da pacem,9/12/06,19,3,99,95,3,0,0,-29,A Minor,3,3/13/21,1MpCGpXC1IXBRUsJBRcA1Q,harmonia mundi,8A,USHM10540101,343,5.717,0:05:43,peak,TRUE,https://open.spotify.com/track/1MpCGpXC1IXBRUsJBRcA1Q
29,copenhagen,Parce Mihi Domine,"Jan Garbarek,Cristobal de Morales,The Hilliard Ensemble",6:42,129,"jazz, jazz fusion, requiem, choral, medieval, gregorian chant","Classical, Jazz",Officium,9/1/94,19,7,100,83,4,0,10,-19,A#/B♭ Major,3,3/7/21,46tPGzCXCI2oKsemztDA9u,ECM New Series,6B,DEB339352501,402,6.700,0:06:42,peak,TRUE,https://open.spotify.com/track/46tPGzCXCI2oKsemztDA9u
30,copenhagen,Poêm of the Atoms II,Armand Amar,2:19,81,sufi,Traditional music,Bab' Azîz (Original Motion Picture Soundtrack),12/1/05,23,8,87,2,11,0,10,-16,B Minor,4,6/3/21,32kZvzESumfaNPX7Yk8crn,Long Distance,10A,FR3200510410,140,2.333,0:02:20,peak,TRUE,https://open.spotify.com/track/32kZvzESumfaNPX7Yk8crn
31,copenhagen,Engin landamæri,"Atli Örvarsson,Sin Fang",2:25,94,,,Engin landamæri,8/21/20,43,11,99,97,4,0,0,-19,C Major,4,2/28/21,5KNEg0mL7N8C0gzF4cwZkm,INNI,8B,GBKPL2016722,146,2.433,0:02:26,peak,TRUE,https://open.spotify.com/track/5KNEg0mL7N8C0gzF4cwZkm
32,copenhagen,"50 Folk-Tunes from Hardanger, Op. 150: Welcome with Honour","Geirr Tveitt,Håvard Gimse",4:02,164,"classical piano, classical",Classical,"Tveitt: Piano Music, Vol. 1",11/26/97,34,1,99,85,8,0,0,-33,E Minor,4,9/17/21,3QfycIQ2vjg9Rz2eaLVKqN,Marco-Polo,9A,HKI199755101,242,4.033,0:04:02,peak,TRUE,https://open.spotify.com/track/3QfycIQ2vjg9Rz2eaLVKqN
33,copenhagen,Gayane: Gayane's Adagio,"Aram Khachaturian,St. Petersburg State Symphony Orchestra,Andre Anichanov",5:00,118,"classical, orchestra,",Classical,"Khachaturian, A.I.: Ballet Music",9/1/97,21,6,98,81,4,0,10,-24,F Minor,5,9/17/21,1Sl9uQgo8HacE4FCQiVL2G,Naxos,4A,HKI199707108,300,5.000,0:05:00,peak,TRUE,https://open.spotify.com/track/1Sl9uQgo8HacE4FCQiVL2G
34,copenhagen,Reminiscence,"Ólafur Arnalds,Alice Sara Ott",4:28,112,"neoclassical, minimalism, classical piano, classical",Classical,The Chopin Project,3/13/15,18,13,79,91,5,0,10,-18,C♯/D♭ Minor,4,3/13/21,7tJi6GDPUK9PgIA44dLWtn,Mercury Classics,12A,GBUM71406942,268,4.467,0:04:28,return,FALSE,https://open.spotify.com/track/7tJi6GDPUK9PgIA44dLWtn
35,copenhagen,Symphony No. 5: Adagietto,"Gustav Mahler,Polish National Radio Symphony Orchestra,Antoni Wit",12:06,74,"classical, orchestra, requiem",Classical,Albinoni / Barber / Handel (Uk),12/14/99,7,4,93,91,3,0,0,-25,F Major,3,3/7/21,0jUmyIrYPFM1iWHhtcPL6w,Naxos,7B,HKI199202508,727,12.117,0:12:07,return,TRUE,https://open.spotify.com/track/0jUmyIrYPFM1iWHhtcPL6w
36,copenhagen,"Elgar: Serenade for Strings, Op. 20: II. Larghetto","Edward Elgar,Andrew Davis,BBC Symphony Orchestra",5:57,46,"classical, orchestra, choral, opera",Classical,"Elgar: Enigma Variations, Introduction & Allegro, Serenade for Strings & Cockaigne Overture",10/22/91,6,8,90,91,4,0,30,-23,C Major,4,3/7/21,0mFhgnP4LGGyYFgm5lkQ4K,Warner Classics International,8B,DEA809115002,357,5.950,0:05:57,return,TRUE,https://open.spotify.com/track/0mFhgnP4LGGyYFgm5lkQ4K
37,copenhagen,Pour Une Femme,Armand Amar,4:49,92,sufi,Traditional music,Pour Une Femme,12/3/13,16,19,97,29,4,0,0,-13,C♯/D♭ Minor,4,6/2/21,2encI1yXXkZ71sHe2dbylf,Long Distance,12A,FR3201300510,289,4.817,0:04:49,return,TRUE,https://open.spotify.com/track/2encI1yXXkZ71sHe2dbylf
38,copenhagen,Where Is She,Yeghshe Manukyan,6:14,87,,,Duduk,10/30/19,22,8,99,95,6,0,10,-17,B Major,4,2/15/21,56mFl5CfpZE9RJjyLjdHEh,Digital Project,1B,RUA7C1903812,374,6.233,0:06:14,return,TRUE,https://open.spotify.com/track/56mFl5CfpZE9RJjyLjdHEh
39,copenhagen,Sumiglia,A Filetta,4:12,121,,,A Filetta - Songs and Polyphony from Corsica,3/11/15,24,6,89,0,6,0,10,-15,C♯/D♭ Minor,4,2/14/21,0pA6IPKwajZtrydfEXMUtC,Digimusikka,12A,QM6P41447765,253,4.217,0:04:13,return,TRUE,https://open.spotify.com/track/0pA6IPKwajZtrydfEXMUtC
40,copenhagen,Offering,"Peter Kater,R. Carlos Nakai",6:54,75,new age,New age,Ritual,1/4/14,21,10,99,93,7,0,20,-20,D#/E♭ Major,3,6/3/21,6Oq0egZFdai6ZJsPoAnGd4,Mysterium Music,5B,USCGJ1431570,414,6.900,0:06:54,return,FALSE,https://open.spotify.com/track/6Oq0egZFdai6ZJsPoAnGd4
41,copenhagen,Amanké Dionti,"Ablaye Cissoko,Volker Goetze",6:31,82,,,Amanke Dionti,8/5/12,49,8,98,30,44,0,10,-17,C Major,4,3/7/21,3BRbhE46Dpb4FH23Lztneo,Motema,8B,US9331208402,391,6.517,0:06:31,return,TRUE,https://open.spotify.com/track/3BRbhE46Dpb4FH23Lztneo
42,copenhagen,Saya (Motherland - The Score),Sona Jobarteh,3:53,166,,,Motherland - The Score,4/21/11,35,36,83,0,38,0,10,-14,C♯/D♭ Minor,3,3/7/21,5hBAYIGVefEy5RwHQhtbrs,African Guild Records,12A,GBVCY1000010,233,3.883,0:03:53,return,TRUE,https://open.spotify.com/track/5hBAYIGVefEy5RwHQhtbrs
43,copenhagen,City Gardens,Dreamers' Circus,5:06,151,celtic,Traditional music,Rooftop Sessions,10/23/17,26,23,94,11,5,0,10,-15,G Major,3,3/7/21,67YlhgBxHM8uZAANzSPnc6,GO Danish Folk Music,9B,DK6KA1701501,306,5.100,0:05:06,return,TRUE,https://open.spotify.com/track/67YlhgBxHM8uZAANzSPnc6
44,copenhagen,De Ushuaia a La Quiaca,Gustavo Santaolalla,2:54,149,soundtrack,Easy listening,Ronroco,1998-00-00,50,46,75,19,27,0,10,-11,G Minor,4,3/7/21,1pdz8zR8gb1qfEBi64H1fa,Nonesuch,6A,USNO19746106,175,2.917,0:02:55,return,TRUE,https://open.spotify.com/track/1pdz8zR8gb1qfEBi64H1fa
45,copenhagen,He Yama Yo,Curawaka,8:53,135,,,Call of the Wild,3/8/19,32,44,82,0,12,0,10,-10,D Major,4,3/13/21,0B2OZFdJA1bXfdHAjPBVJj,Nixi Music,10B,QM4TX1925888,534,8.900,0:08:54,return,TRUE,https://open.spotify.com/track/0B2OZFdJA1bXfdHAjPBVJj
46,copenhagen,Yemanja,Rainer Scheurenbrand,5:36,162,,,Viento Bueno,11/25/10,37,29,97,93,21,0,10,-13,C Minor,3,4/22/21,6nu1Km5klgytwem6my0vHY,Rainer Scheurenbrand,5A,usx9p1016916,337,5.617,0:05:37,return,TRUE,https://open.spotify.com/track/6nu1Km5klgytwem6my0vHY
47,copenhagen,Ball del vetlatori,"Maria Arnal,Marcel Bagés",5:23,78,,,45 Cerebros y 1 Corazón,4/21/17,41,9,95,0,32,0,10,-13,C Minor,3,3/13/21,6xZU9JiDXil5sTmTqrkDee,Fina Estampa,5A,ES55G1700005,324,5.400,0:05:24,return,TRUE,https://open.spotify.com/track/6xZU9JiDXil5sTmTqrkDee
48,copenhagen,"2 Aquarelles: Lento, ma non troppo","Frederick Delius,Royal Northern Sinfonia,David Lloyd-Jones",2:12,72,"classical, chamber music,",Classical,"ENGLISH STRING MINIATURES, Vol. 4",3/8/02,18,5,97,92,3,0,20,-28,A#/B♭ Major,5,3/13/21,5TtmI9sfXw4VXco0PE21mV,Naxos,6B,HKI190055512,133,2.217,0:02:13,return,TRUE,https://open.spotify.com/track/5TtmI9sfXw4VXco0PE21mV
49,copenhagen,"Scenes alsaciennes,  Suite No. 7 : III. Sous les tilleuls","Jules Massenet,New Zealand Symphony Orchestra,Jean-Yves Ossonce",4:59,86,"classical, japanese classical, orchestra,",Classical,Massenet: Orchestral Suites Nos. 4 - 7,4/11/95,9,0,87,0,4,0,0,-38,A#/B♭ Major,1,3/13/21,4sFRbEuxjThHHnAzDdbrut,Naxos,6B,HKI199269014,299,4.983,0:04:59,return,TRUE,https://open.spotify.com/track/4sFRbEuxjThHHnAzDdbrut
50,copenhagen,Soulmerge,Ashana,9:36,63,,,Jewels of Silence: Meditations On the Chakras for Voice and Crystal Singing Bowls,1/1/09,13,6,99,56,4,0,10,-18,E Major,4,3/1/21,5VXK8WJsqtq6B7kdsB4zIQ,Angelic Tones,12B,usnk50800003,576,9.600,0:09:36,return,TRUE,https://open.spotify.com/track/5VXK8WJsqtq6B7kdsB4zIQ
51,copenhagen,much loved,Rachel Portman,4:22,76,soundtrack,Easy listening,ask the river,5/8/20,13,2,99,95,9,0,0,-25,E Major,1,6/8/21,0ehvSWC15JKhz5us5aOBjL,Node Records,12B,QMQXU2000019,262,4.367,0:04:22,return,TRUE,https://open.spotify.com/track/0ehvSWC15JKhz5us5aOBjL
52,copenhagen,Gymnopédie No. 1: Lent et douloureux,"Erik Satie,Olga Scheps",3:09,173,"classical piano, classical",Classical,Satie,5/6/16,43,0,100,93,37,0,0,-35,G Major,4,4/20/21,7vuj72WTNRJfNaOBU4dTh1,Sony Classical/Sony Music,9B,DEE861600233,190,3.167,0:03:10,return,TRUE,https://open.spotify.com/track/7vuj72WTNRJfNaOBU4dTh1
53,copenhagen,The Swan (from Carnival of the Animals),"Camille Saint-Saëns,Nadja Salerno-Sonnenberg,Sandra Rivers",3:54,95,"classical,",Classical,The Most Relaxing Violin Album In The World... Ever!,1/1/05,12,2,86,16,4,0,0,-32,G Major,4,4/15/21,4hNf2L6bbe52R6e615rM26,Angel Records,9B,USAR29201014,234,3.900,0:03:54,return,TRUE,https://open.spotify.com/track/4hNf2L6bbe52R6e615rM26
54,copenhagen,Om,Jane Winther,5:45,71,,,Mantra,2004-00-00,15,1,95,67,3,0,10,-22,D#/E♭ Major,3,3/13/21,1e3QK6aT16Gx4hnYpafjOh,USCD004,5B,DKVAA0400107,345,5.750,0:05:45,return,TRUE,https://open.spotify.com/track/1e3QK6aT16Gx4hnYpafjOh
55,copenhagen,The Fruit of Silence,"Pēteris Vasks,Latvian Radio Choir,Sigvards Kļava,Vestards Šimkus",7:27,65,"minimalism, opera, choral",Classical,The Fruit of Silence,9/10/15,10,2,99,92,3,0,0,-33,D#/E♭ Major,4,6/4/21,5R9KFv2PcYeBUqmACeKCkJ,SKANI,5B,LVA891400007,447,7.450,0:07:27,return,TRUE,https://open.spotify.com/track/5R9KFv2PcYeBUqmACeKCkJ
56,copenhagen,"Toccata, Adagio & Fugue in C Major, BWV 564: II. Adagio (Arr. Tarkmann for Oboe & Ensemble)","Johann Sebastian Bach,Albrecht Mayer,Sinfonia Varsovia",3:26,71,"classical, classical piano, chamber music",Classical,Bach - Konzerte und Transkriptionen,10/16/15,27,9,92,95,12,0,0,-21,A Minor,5,3/18/21,7HgkG82ElIeImp7tslAevX,Deutsche Grammophon (DG),8A,DEN120301624,201,3.350,0:03:21,return,TRUE,https://open.spotify.com/track/7HgkG82ElIeImp7tslAevX
57,copenhagen,Prayer,"G. I. Gurdjieff,Anja Lechner,Vassilis Tsabropoulos",3:50,65,"drone, classical,","Classical, Electronic","Gurdjieff, Tsabropoulos: Chants, Hymns and Dances",1/1/04,16,0,99,89,11,0,0,-29,G#/A♭ Major,5,3/16/21,0Nvzvc1Vx4w6DR08fMfP6V,ECM New Series,4B,DEB330388803,230,3.833,0:03:50,return,TRUE,https://open.spotify.com/track/0Nvzvc1Vx4w6DR08fMfP6V
58,copenhagen,Calma e Tranquilidade,"Marco Schultz,Maha Satya Sangha",7:26,140,,,"Simplesmente Satsang, Vol 3",1/31/17,52,14,87,89,19,0,10,-12,D Minor,4,3/13/21,5MSYvQosfWKh4VO7T6u9Dc,Simplesmente Yoga,7A,BR90B1701079,446,7.433,0:07:26,return,TRUE,https://open.spotify.com/track/5MSYvQosfWKh4VO7T6u9Dc
59,copenhagen,Felicia,Antoine Pepe,2:14,123,,,Felicia,8/9/19,53,16,95,95,21,0,10,-20,G Major,4,3/13/21,5EDa5MNxytx54nv0FjOWg4,Antoine Pepe,9B,SE5IB1900944,135,2.250,0:02:15,return,TRUE,https://open.spotify.com/track/5EDa5MNxytx54nv0FjOWg4
60,copenhagen,Spiegel im Spiegel (Version for Violin & Piano) - Version for Violin and Piano / Reprise,"Arvo Pärt,Vladimir Spivakov,Sergej Bezrodny",9:48,79,"minimalism, classical",Classical,Arvo Pärt: Alina,10/15/99,20,0,92,0,4,0,0,-43,F Major,3,2/14/21,5Zq3zfk1DwNvOjZTmRsPHa,ECM New Series,7B,DEB339559105,589,9.817,0:09:49,return,TRUE,https://open.spotify.com/track/5Zq3zfk1DwNvOjZTmRsPHa
1,imperial1,Dungtitled (In a Major),Stars Of The Lid,5:54,74,"ambient, drone, post-rock, minimalism, neoclassical","Electronic, Classical, Rock",And Their Refinement of the Decline,4/2/07,11,21,95,94,3,0,10,-23,A Major,4,5/24/18,3OgkfYg13Jj96E982moWje,kranky,11B,USI4R0607766,354,5.900,0:05:54,onset,TRUE,https://open.spotify.com/track/3OgkfYg13Jj96E982moWje
2,imperial1,"Articulate Silences, Pt. 1",Stars Of The Lid,5:24,141,"ambient, drone, post-rock, minimalism, neoclassical","Electronic, Classical, Rock",And Their Refinement of the Decline,4/2/07,15,9,99,91,3,0,0,-25,D Major,5,5/24/18,2Uy2p6tkVLj6vaVznKpNCs,kranky,10B,USI4R0607767,324,5.400,0:05:24,onset,TRUE,https://open.spotify.com/track/2Uy2p6tkVLj6vaVznKpNCs
3,imperial1,"Articulate Silences, Pt. 2",Stars Of The Lid,5:37,75,"ambient, drone, post-rock, minimalism, neoclassical","Electronic, Classical, Rock",And Their Refinement of the Decline,4/2/07,7,12,70,82,3,0,10,-23,D Major,4,5/24/18,19i0eqVS2lrRToPje5e6Rg,kranky,10B,USI4R0607768,337,5.617,0:05:37,onset,TRUE,https://open.spotify.com/track/19i0eqVS2lrRToPje5e6Rg
4,imperial1,The Evil That Never Arrived,Stars Of The Lid,5:04,143,"ambient, drone, post-rock, minimalism, neoclassical","Electronic, Classical, Rock",And Their Refinement of the Decline,4/2/07,14,8,94,92,4,0,10,-21,D Major,3,5/24/18,2U9rXVRiRnRTL1Y3H1sReI,kranky,10B,USI4R0607769,305,5.083,0:05:05,onset,TRUE,https://open.spotify.com/track/2U9rXVRiRnRTL1Y3H1sReI
5,imperial1,Sunlit Silhouette,"John Foxx,Harold Budd",3:15,72,"synthpop, ambient, new wave, cold wave, minimalism, shoegaze, drone","Electronic, Rock, Classical, Pop",Translucence + Drift Music,8/25/03,13,6,91,89,4,0,10,-30,C Major,4,5/24/18,6AXnyOkaq6bn67VYrIfec6,Metamatic Records,8B,GBAFR0310075,195,3.250,0:03:15,onset,TRUE,https://open.spotify.com/track/6AXnyOkaq6bn67VYrIfec6
6,imperial1,A Delicate Romance,"John Foxx,Harold Budd",7:14,141,"synthpop, ambient, new wave, cold wave, minimalism, shoegaze, drone","Electronic, Rock, Classical, Pop",Translucence + Drift Music,8/25/03,14,2,98,89,3,0,10,-34,C Major,4,5/24/18,1EKcXCqix2v6qb6rj2m5Ty,Metamatic Records,8B,GBAFR0310079,435,7.250,0:07:15,onset,TRUE,https://open.spotify.com/track/1EKcXCqix2v6qb6rj2m5Ty
7,imperial1,Against The Sky - 2005 Digital Remaster,"Harold Budd,Brian Eno",4:52,70,"ambient, minimalism, shoegaze, drone, art rock, krautrock, glam rock","Electronic, Rock, Classical",The Pearl,1984-00-00,12,0,99,82,3,0,10,-37,A#/B♭ Minor,4,5/24/18,50mwGp3PgKoZldhBvfy2cf,Virgin Catalogue,3A,GBAAA0500420,292,4.867,0:04:52,onset,TRUE,https://open.spotify.com/track/50mwGp3PgKoZldhBvfy2cf
8,imperial1,Lost In The Humming Air - 2005 Digital Remaster,"Harold Budd,Brian Eno",4:21,71,"ambient, minimalism, shoegaze, drone, art rock, krautrock, glam rock","Electronic, Rock, Classical",The Pearl,1984-00-00,7,0,99,96,4,0,0,-40,C Major,3,5/24/18,0Xf8nLzbt3TXW0DejZhHTy,Virgin Catalogue,8B,GBAAA0500421,262,4.367,0:04:22,onset,TRUE,https://open.spotify.com/track/0Xf8nLzbt3TXW0DejZhHTy
9,imperial1,Bija [Edit],"Robert Rich, Lisa Moskow",8:15,80,,,Slow Music for Yoga,5/21/02,27,15,98,98,12,0,0,-20,G#/A♭ Major,4,5/24/18,575aFZa7rjZDW68oCu5I8l,Hearts of Space Records,4B,USAKS0500295,496,8.267,0:08:16,onset,TRUE,https://open.spotify.com/track/575aFZa7rjZDW68oCu5I8l
10,imperial1,Sagrada Familia,Robert Rich,4:24,75,"ambient, space music, dark ambient, drone, new age","Electronic, New age, Classical",Gaudí,7/1/91,19,16,57,83,4,0,0,-23,C Minor,5,5/24/18,59XOVqTJJB509HMinTaaDI,Hearts of Space Records,5A,USAKS0600127,264,4.400,0:04:24,onset,TRUE,https://open.spotify.com/track/59XOVqTJJB509HMinTaaDI
11,imperial1,The Spiral Steps,Robert Rich,9:47,148,"ambient, space music, dark ambient, drone, new age","Electronic, New age, Classical",Gaudí,7/1/91,56,38,90,91,20,0,0,-19,A Minor,1,5/24/18,3PgyLMW3bpmOGwWCIw4PHM,Hearts of Space Records,8A,USAKS0600130,588,9.800,0:09:48,onset,TRUE,https://open.spotify.com/track/3PgyLMW3bpmOGwWCIw4PHM
12,imperial1,"Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile","Henryk Górecki,Dawn Upshaw,London Sinfonietta,David Zinman",26:47:00,93,"minimalism, classical, opera, chamber music",Classical,Górecki: Symphony No. 3,3/9/92,11,12,55,77,3,0,20,-19,E Minor,4,5/24/18,7Mx00Ye1ypcK1hToeKyrVl,Nonesuch,9A,USN 19228201.00,1607,26.783,0:26:47,onset,TRUE,https://open.spotify.com/track/7Mx00Ye1ypcK1hToeKyrVl
13,imperial1,"Bailero (Chants d'Auvergne, 1st series, no.2)","Joseph Canteloube,Kate Royal,Edward Gardner,Academy of St. Martin in the Fields",5:50,81,"classical, orchestra, opera, chamber music",Classical,Kate Royal,9/3/07,16,14,98,81,4,0,10,-20,A#/B♭ Major,5,5/24/18,2YhQ6ANaiJj5VvTR4s5QrG,Warner Classics,6B,GBAYC0702373,351,5.850,0:05:51,peak,TRUE,https://open.spotify.com/track/2YhQ6ANaiJj5VvTR4s5QrG
14,imperial1,Prayer For Compassion,David Darling,4:18,88,new age,New age,Prayer For Compassion,1/1/09,17,11,94,88,6,0,0,-20,D Major,3,5/24/18,6rEQh01433sbyck4prl39p,Curve Blue,10B,USWOR0923403,259,4.317,0:04:19,peak,FALSE,https://open.spotify.com/track/6rEQh01433sbyck4prl39p
15,imperial1,Stones Start Spinning,David Darling,4:15,80,new age,New age,Prayer For Compassion,1/1/09,17,16,98,91,10,0,0,-20,B Minor,4,5/24/18,0WuBIVeebCtLQMaP13gdTN,Curve Blue,10A,USWOR0923404,256,4.267,0:04:16,peak,TRUE,https://open.spotify.com/track/0WuBIVeebCtLQMaP13gdTN
16,imperial1,The Whole Truth,Carlos Cipa,5:25,151,neoclassical,Classical,The Monarch and the Viceroy,6/15/12,35,17,99,89,10,0,0,-17,A Minor,1,5/24/18,6DObLA3d50idyjBjlT3pAV,denovali records,8A,DEZ651202979,325,5.417,0:05:25,peak,TRUE,https://open.spotify.com/track/6DObLA3d50idyjBjlT3pAV
17,imperial1,Coming Into Focus,"John Foxx,Harold Budd",5:02,142,"synthpop, ambient, new wave, cold wave, minimalism, shoegaze, drone","Electronic, Rock, Classical, Pop",Translucence + Drift Music,8/25/03,14,5,98,95,4,0,10,-32,A Minor,4,5/24/18,7nHvcYaK0ZU53nafu8uiFD,Metamatic Records,8A,GBAFR0310083,303,5.050,0:05:03,peak,TRUE,https://open.spotify.com/track/7nHvcYaK0ZU53nafu8uiFD
18,imperial1,Poêm of the Atoms II,Armand Amar,2:19,81,sufi,Traditional music,Bab' Azîz (Original Motion Picture Soundtrack),12/1/05,23,8,87,2,11,0,10,-16,B Minor,4,5/24/18,32kZvzESumfaNPX7Yk8crn,Long Distance,10A,FR3200510410,140,2.333,0:02:20,peak,TRUE,https://open.spotify.com/track/32kZvzESumfaNPX7Yk8crn
19,imperial1,Da pacem Domine,"Arvo Pärt,Estonian Philharmonic Chamber Choir,Paul Hillier",5:43,84,"minimalism, classical, choral, medieval, gregorian chant, requiem, avant-garde",Classical,Arvo Pärt: Da pacem,12/9/06,11,3,99,94,3,0,0,-29,D Minor,4,5/24/18,3qmBqj3EmghQ4UayTRBbL1,harmonia mundi,7A,USHM10540101,343,5.717,0:05:43,peak,TRUE,https://open.spotify.com/track/3qmBqj3EmghQ4UayTRBbL1
20,imperial1,The Young Mariner,Max Richter,4:07,76,"neoclassical, minimalism, classical, ambient","Electronic, Classical",Henry May Long (Original Motion Picture Soundtrack),3/9/09,8,3,98,63,4,0,10,-24,C Minor,4,5/24/18,2bYhCI043mHCbhSIuEh591,Universal Music Group,5A,GBWSY0900026,247,4.117,0:04:07,peak,TRUE,https://open.spotify.com/track/2bYhCI043mHCbhSIuEh591
21,imperial1,Dinner And The Ship Of Dreams,Max Richter,5:27,204,"neoclassical, minimalism, classical, ambient","Electronic, Classical",Henry May Long (Original Motion Picture Soundtrack),3/9/09,12,14,96,92,11,0,10,-19,D#/E♭ Major,3,5/24/18,2zaOgFCQHOcziWkX3lyIw0,Universal Music Group,5B,GBWSY0900027,327,5.450,0:05:27,peak,TRUE,https://open.spotify.com/track/2zaOgFCQHOcziWkX3lyIw0
22,imperial1,"Symphony No 3 Op. 36: Lento e Largo, Tranquillissimo","Henryk Górecki,Alain Altinoglu",9:37,79,"minimalism, classical,",Classical,Gorecki: Symphony No. 3,2005-00-00,10,3,96,93,3,0,10,-25,A#/B♭ Minor,3,5/24/18,3wqngqKhicYuoDjv3CGuaj,naïve,3A,FRZ130400452,573,9.550,0:09:33,peak,TRUE,https://open.spotify.com/track/3wqngqKhicYuoDjv3CGuaj
23,imperial1,Azure,Greg Haines,14:14,66,neoclassical,Classical,Digressions,3/15/13,8,11,87,93,4,0,10,-22,C Major,4,5/24/18,1TkOyJzw8hV7VyKTTrn9kR,denovali records,8B,DEZ651301450,854,14.233,0:14:14,peak,TRUE,https://open.spotify.com/track/1TkOyJzw8hV7VyKTTrn9kR
