#,playlist,Song,Artist,Time,BPM,Genres,Parent Genres,Album,Album Date,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,Duration (s),Duration (m),Duration,phase,process?,link
24,imperial1,Open,Otto A. Totland,2:30,53,"neoclassical, minimalism",Classical,Pinô,1/31/14,25,3,98,81,20,0,20,-31,E Major,4,5/24/18,2kgdNQnmb9YJuRXHx85JRz,Sonic Pieces,12B,DEX261381901,151,2.517,0:02:31,peak,TRUE,https://open.spotify.com/track/2kgdNQnmb9YJuRXHx85JRz
25,imperial1,Steps,Otto A. Totland,1:52,172,"neoclassical, minimalism",Classical,Pinô,1/31/14,30,8,100,96,77,0,10,-30,G#/A♭ Minor,4,5/24/18,4d2O6XPQFQplwg1nnO90SP,Sonic Pieces,1A,DEX261381902,112,1.867,0:01:52,peak,TRUE,https://open.spotify.com/track/4d2O6XPQFQplwg1nnO90SP
26,imperial1,Disclosed,Federico Albanese,4:50,130,"neoclassical, minimalism",Classical,The Houseboat and the Moon,2/28/14,51,12,90,18,4,0,10,-21,G#/A♭ Major,4,5/24/18,7k2G8l0zqfUhU6UayYPwoj,denovali records,4B,DERK91419312,289,4.817,0:04:49,peak,TRUE,https://open.spotify.com/track/7k2G8l0zqfUhU6UayYPwoj
27,imperial1,Devorzhum (Remastered),Dead Can Dance,6:14,93,"neofolk, darkwave, neoclassical, deathrock, new age, cold wave, post-punk","Rock, Metal, Classical, Folk/Acoustic, New age",Spiritchaser (Remastered),1996-00-00,19,13,94,29,3,0,0,-11,F Major,4,5/24/18,6XLeKU9DAxiyvFfOBxs4lS,4AD,7B,GBAFL0700069,374,6.233,0:06:14,peak,TRUE,https://open.spotify.com/track/6XLeKU9DAxiyvFfOBxs4lS
28,imperial1,Amrita,Steven Halpern,3:26,181,new age,New age,Music for Yoga,1991-00-00,13,9,98,92,3,0,0,-23,C Major,3,5/24/18,1K1qUTIMoxeL2rUslFwIhQ,Steven Halpern's Inner Peace Music,8B,US2V90110172,206,3.433,0:03:26,peak,TRUE,https://open.spotify.com/track/1K1qUTIMoxeL2rUslFwIhQ
29,imperial1,Verses,"Ólafur Arnalds,Alice Sara Ott",4:03,140,"neoclassical, minimalism, classical piano, classical",Classical,The Chopin Project,3/13/15,14,16,87,92,3,0,30,-18,C♯/D♭ Minor,3,5/24/18,0uMgtxvlfFqa4T0YIMEDIj,Mercury Classics,12A,GBUM71406939,243,4.050,0:04:03,peak,TRUE,https://open.spotify.com/track/0uMgtxvlfFqa4T0YIMEDIj
30,imperial1,Piano Sonata No. 3: Largo,"Frédéric Chopin,Ólafur Arnalds,Alice Sara Ott",9:17,105,"classical piano, classical, neoclassical, minimalism",Classical,The Chopin Project,3/13/15,37,1,99,96,11,0,10,-27,B Major,4,5/24/18,0iBbxZro3fIOks49QfYYfV,Mercury Classics,1B,GBUM71406940,557,9.283,0:09:17,peak,TRUE,https://open.spotify.com/track/0iBbxZro3fIOks49QfYYfV
31,imperial1,Nocturne in C Sharp Minor,"Frédéric Chopin,Ólafur Arnalds,Alice Sara Ott,Mari Samuelsen",4:24,102,"classical piano, classical, neoclassical, minimalism",Classical,The Chopin Project,3/13/15,24,9,99,19,8,0,10,-22,G#/A♭ Major,4,5/24/18,30ds4UFFMxN1Ct2t9tPXzU,Mercury Classics,4B,GBUM71406941,264,4.400,0:04:24,peak,TRUE,https://open.spotify.com/track/30ds4UFFMxN1Ct2t9tPXzU
32,imperial1,Beautiful Life,David Darling,2:36,76,new age,New age,Prayer For Compassion,1/1/09,26,4,91,72,25,0,0,-28,C Major,5,5/24/18,5HhhGp270MCguWHno2iiXb,Curve Blue,8B,USWOR0923408,156,2.600,0:02:36,return,TRUE,https://open.spotify.com/track/5HhhGp270MCguWHno2iiXb
33,imperial1,When We Forgive,David Darling,4:03,81,new age,New age,Prayer For Compassion,1/1/09,14,8,85,92,12,0,0,-25,D Major,3,5/24/18,2IUxS3xF0cNYLEbgUXir1R,Curve Blue,10B,USWOR0923401,243,4.050,0:04:03,return,TRUE,https://open.spotify.com/track/2IUxS3xF0cNYLEbgUXir1R
34,imperial1,Sumiregusa (Wild Violet),Enya,4:42,109,"new age, celtic","Traditional music, New age",Amarantine,11/21/05,23,22,92,87,5,0,10,-15,G#/A♭ Major,3,5/24/18,0f3qYqNDDJuUV1qSrUT8aJ,WM UK,4B,GBAHT0500435,283,4.717,0:04:43,return,TRUE,https://open.spotify.com/track/0f3qYqNDDJuUV1qSrUT8aJ
35,imperial1,Om Zone 2.0 - II,"Steven Halpern,Silvia Nakkach",6:09,132,"new age,",New age,In the Om Zone 2.0,2008-00-00,16,8,94,98,3,0,10,-19,B Major,3,5/24/18,0uyK1f8hrZevj4xMZESp5b,Steven Halpern's Inner Peace Music,1B,US2V90910027,369,6.150,0:06:09,return,TRUE,https://open.spotify.com/track/0uyK1f8hrZevj4xMZESp5b
36,imperial1,Spiegel im Spiegel,"Arvo Pärt,Peter Minkler,Lura Johnson",11:55,171,"minimalism, classical,",Classical,Inner Voice,11/1/10,12,1,95,0,6,0,0,-42,F Major,4,5/24/18,3Y2hAo4gsZ2oknPnJcYx67,"Centaur Records, Inc.",7B,US8271010126,716,11.933,0:11:56,return,TRUE,https://open.spotify.com/track/3Y2hAo4gsZ2oknPnJcYx67
37,imperial1,Glacier Descent,Arve Henriksen,7:31,120,,,Strjon,2/26/07,17,20,96,69,4,0,20,-18,E Major,3,5/24/18,2ZEUzI4TGQqSovrWiHwNku,Rune Grammofon,12B,NOX9X3219611,451,7.517,0:07:31,return,TRUE,https://open.spotify.com/track/2ZEUzI4TGQqSovrWiHwNku
38,imperial1,Opening Image,Arve Henriksen,4:15,68,,,Chiaroscuro,6/11/04,19,5,96,66,6,0,10,-20,F#/G♭ Minor,4,5/24/18,4kFHLhjSZfB7dPLfWu61U6,Rune Grammofon,11A,NOFGR0437010,256,4.267,0:04:16,return,TRUE,https://open.spotify.com/track/4kFHLhjSZfB7dPLfWu61U6
39,imperial1,Hambopolskavalsen,Arve Henriksen,5:21,95,,,The Nature Of Connections,8/22/14,23,20,67,80,21,0,10,-21,E Minor,3,5/24/18,0g9fq9RB1MXrUwHlZO2k1j,Rune Grammofon,9A,NOFGR1461020,322,5.367,0:05:22,return,TRUE,https://open.spotify.com/track/0g9fq9RB1MXrUwHlZO2k1j
40,imperial1,Weaving of the Spirit,"Christian Bollmann,Daniel Namkhay",9:10,122,,,Shaman - Mountain of Blessings,4/1/10,76,23,90,0,51,0,0,-15,F Major,4,5/24/18,69qu3TXs2G7apjcaim5VmP,Lichthaus-Musik,7B,DEND71700238,551,9.183,0:09:11,return,TRUE,https://open.spotify.com/track/69qu3TXs2G7apjcaim5VmP
41,imperial1,Nierika (Remastered),Dead Can Dance,5:44,93,"neofolk, darkwave, neoclassical, deathrock, new age, cold wave, post-punk","Rock, Metal, Classical, Folk/Acoustic, New age",Spiritchaser (Remastered),1996-00-00,66,67,75,17,25,0,10,-9,B Minor,3,5/24/18,6RbuwMOxd9bgqozQCoQBqZ,4AD,10A,GBAFL0700062,345,5.750,0:05:45,return,TRUE,https://open.spotify.com/track/6RbuwMOxd9bgqozQCoQBqZ
42,imperial1,Toil Theme Part 1,Brian McBride,2:30,89,"drone, ambient, neoclassical","Electronic, Classical",The Effective Disconnect,10/25/10,10,20,37,94,3,0,10,-23,B Major,5,5/24/18,4v2zUl6rHkppfffnlxcFbg,kranky,1B,USNCB1015006,150,2.500,0:02:30,return,TRUE,https://open.spotify.com/track/4v2zUl6rHkppfffnlxcFbg
43,imperial1,Toil Theme Part 2,Brian McBride,2:44,137,"drone, ambient, neoclassical","Electronic, Classical",The Effective Disconnect,10/25/10,15,13,60,87,3,0,10,-22,A#/B♭ Minor,4,5/24/18,1awURxRyup8e6TzfMa4Sq1,kranky,3A,USNCB1015007,164,2.733,0:02:44,return,TRUE,https://open.spotify.com/track/1awURxRyup8e6TzfMa4Sq1
44,imperial1,Toil Theme Part 3,Brian McBride,2:27,86,"drone, ambient, neoclassical","Electronic, Classical",The Effective Disconnect,10/25/10,9,13,89,86,3,0,10,-22,C Minor,4,5/24/18,3AMxgPtQUUNLnDfEwi4pff,kranky,5A,USNCB1015008,147,2.450,0:02:27,return,TRUE,https://open.spotify.com/track/3AMxgPtQUUNLnDfEwi4pff
45,imperial1,Ambre,Nils Frahm,3:47,146,"neoclassical, minimalism, ambient","Electronic, Classical",Wintermusik,12/4/09,39,6,99,95,36,0,10,-26,A#/B♭ Minor,3,5/24/18,0suQ6B8Bsp0tFuCXx652Az,Erased Tapes,3A,GBWZD0901801,227,3.783,0:03:47,return,TRUE,https://open.spotify.com/track/0suQ6B8Bsp0tFuCXx652Az
46,imperial1,Tristana,Nils Frahm,17:25,136,"neoclassical, minimalism, ambient","Electronic, Classical",Wintermusik,12/4/09,32,17,98,85,9,0,0,-23,G#/A♭ Major,3,5/24/18,2mHnmwlhq2spvYDcFvo9LM,Erased Tapes,4B,GBWZD0901803,1046,17.433,0:17:26,return,TRUE,https://open.spotify.com/track/2mHnmwlhq2spvYDcFvo9LM
47,imperial1,LUX 4,Brian Eno,18:27,70,"ambient, art rock, krautrock, minimalism, drone, glam rock","Electronic, Rock, Classical",LUX,11/12/12,12,1,98,92,3,0,0,-30,A Minor,1,5/24/18,13OrUx8RpXyYbLX5WH0KTd,Warp Records,8A,GBBPW1200188,1108,18.467,0:18:28,return,TRUE,https://open.spotify.com/track/13OrUx8RpXyYbLX5WH0KTd
48,imperial1,Meditation No. 1,"Laraaji,Brian Eno",18:47,139,"ambient, drone, new age, art rock, krautrock, minimalism, glam rock","Electronic, Rock, Classical, New age",Ambient 3: Day Of Radiance,8/1/80,15,6,99,89,4,0,0,-24,D Major,3,5/24/18,3Z9PWaE8d55XcOxEHwx6U8,EMI Catalogue,10B,GBAAA8000548,1127,18.783,0:18:47,return,TRUE,https://open.spotify.com/track/3Z9PWaE8d55XcOxEHwx6U8
1,imperial2,At the Mercy of Waves,Clem Leek,4:59,128,,,Evidence of Intense Beauty,10/12/16,22,34,96,96,5,0,50,-24,E Major,1,5/24/18,5oEu4th86WE05AAyeo6l1N,Audiobulb Records,12B,QMFMG1577135,300,5.000,0:05:00,onset,TRUE,https://open.spotify.com/track/5oEu4th86WE05AAyeo6l1N
2,imperial2,One of Us,Ex Confusion,4:56,70,"drone, ambient, space music","Electronic, Classical",Embrace,4/3/12,7,2,99,98,3,0,0,-29,A Major,4,5/24/18,6A0aKATdJ9ogPZhkd01viW,n5MD,11B,USHMD1219607,297,4.950,0:04:57,onset,TRUE,https://open.spotify.com/track/6A0aKATdJ9ogPZhkd01viW
3,imperial2,When I Think of You,Ex Confusion,5:24,136,"drone, ambient, space music","Electronic, Classical",Embrace,4/3/12,15,6,98,87,3,0,0,-27,B Major,4,5/24/18,7GcRY8dmCUybCf4oAlsYq8,n5MD,1B,USHMD1219609,324,5.400,0:05:24,onset,TRUE,https://open.spotify.com/track/7GcRY8dmCUybCf4oAlsYq8
4,imperial2,In Praise Of Tears,Kyle Bobby Dunn,5:20,133,"drone, space music, ambient, neoclassical","Electronic, Classical",In Miserum Stercus,11/27/12,16,3,99,97,3,0,10,-26,F#/G♭ Major,4,5/24/18,53p611MQiSI7krwUDVj5nE,Komino Records,2B,CAS1A1220303,320,5.333,0:05:20,onset,TRUE,https://open.spotify.com/track/53p611MQiSI7krwUDVj5nE
5,imperial2,301210,Antonymes,6:35,70,,,Evidence of Intense Beauty,10/12/16,36,0,99,73,17,0,0,-35,F Major,3,5/24/18,0OKTncLPYRbiiRGPHMwVj7,Audiobulb Records,7B,QMFMG1577149,396,6.600,0:06:36,onset,TRUE,https://open.spotify.com/track/0OKTncLPYRbiiRGPHMwVj7
6,imperial2,Opening,Essie Jain,4:17,70,,,To Love,1/30/15,14,5,95,98,4,0,10,-21,D#/E♭ Major,4,5/24/18,3J9LjSMAaT8byCEriHYP75,Essie Jain,5B,GB8QT1500201,257,4.283,0:04:17,onset,TRUE,https://open.spotify.com/track/3J9LjSMAaT8byCEriHYP75
7,imperial2,Little Boat on the Ocean at Night,Smoky,5:44,123,"ambient, drone",Electronic,Night Music / Ambient Haze EP Vol 1,1/1/17,17,1,96,59,4,0,0,-41,E Minor,5,5/24/18,2BHC4LKFQT3Htb2DBuk10v,Smoky Records,9A,QZ4JJ1681414,344,5.733,0:05:44,onset,TRUE,https://open.spotify.com/track/2BHC4LKFQT3Htb2DBuk10v
8,imperial2,Piano Textures2 II,Bruno Sanfilippo,7:40,72,"neoclassical, minimalism, ambient","Electronic, Classical",Piano Textures 2,11/13/09,19,2,100,91,5,0,0,-33,D Minor,4,5/24/18,4WXnIyRbm1BRQDGo71gZVj,ad21music,7A,usx9p0916155,461,7.683,0:07:41,onset,TRUE,https://open.spotify.com/track/4WXnIyRbm1BRQDGo71gZVj
9,imperial2,Melting,"David Darling,Silvia Nakkach",8:21,80,"new age,",New age,In Love and Longing,3/25/14,15,6,98,24,7,0,0,-20,F#/G♭ Major,4,5/24/18,7hDcXd7nqmtN7TSWHhWqDv,Sounds True,2B,US2BB1300083,502,8.367,0:08:22,onset,TRUE,https://open.spotify.com/track/7hDcXd7nqmtN7TSWHhWqDv
10,imperial2,Darkness And Light (Part 1),Stephan Micus,29:46:00,80,,,Darkness And Light,11/1/90,25,4,98,42,4,0,10,-25,C Minor,4,5/24/18,2fpDNh4xrSp3A7qcV62SQB,Universal Music Group,5A,DEB339042701,1786,29.767,0:29:46,peak,TRUE,https://open.spotify.com/track/2fpDNh4xrSp3A7qcV62SQB
11,imperial2,Mystery,"David Darling,Eve Kodiak",5:23,81,"new age, neoclassical","Classical, New age",The Return of Desire - Improvisations,1/1/08,25,2,98,56,4,0,0,-26,D Minor,4,5/24/18,25CNMX6iWYN9Dgpu69mnvi,Darling Kodiak Music,7A,USPLZ0800009,323,5.383,0:05:23,peak,TRUE,https://open.spotify.com/track/25CNMX6iWYN9Dgpu69mnvi
12,imperial2,Echoes of Healing,Kathryn Toyama,6:01,166,new age,New age,Hope for Harmony,7/20/09,18,8,97,91,4,0,10,-20,E Minor,5,5/24/18,4ZCfkuWvuEvzRUZ51rQ5b0,Hope for Harmony Music,9A,USX9P0676276,361,6.017,0:06:01,peak,TRUE,https://open.spotify.com/track/4ZCfkuWvuEvzRUZ51rQ5b0
13,imperial2,"Good Night, Day","Jóhann Jóhannsson,Hildur Guðnadóttir,Air Lyndhurst String Orchestra,Anthony Weeden",3:52,90,"neoclassical, drone, minimalism","Electronic, Classical",Music For Mindfulness,10/20/17,14,9,60,91,4,0,0,-24,A Minor,4,5/24/18,6ddGX5lFHia1t32XBR3qhi,Universal Music Group,8A,DEN961630014,238,3.967,0:03:58,peak,TRUE,https://open.spotify.com/track/6ddGX5lFHia1t32XBR3qhi
14,imperial2,Written In Stone,"Ólafur Arnalds,Alice Sara Ott",3:20,169,"neoclassical, minimalism, classical piano, classical",Classical,Music For Mindfulness,10/20/17,11,15,80,83,3,0,20,-19,E Minor,3,5/24/18,0nGocN7KXiRKmwxqObvlse,Universal Music Group,9A,GBUM71406945,207,3.450,0:03:27,peak,TRUE,https://open.spotify.com/track/0nGocN7KXiRKmwxqObvlse
15,imperial2,Sareri Hovin Mernem,Lena Chamamyan,4:26,136,,,Shamat,10/17/07,44,10,97,0,24,0,0,-12,G Minor,1,5/24/18,6nepoejYWkDirKBSXuM0zE,Forward Music,6A,LBU3D1100020,266,4.433,0:04:26,peak,TRUE,https://open.spotify.com/track/6nepoejYWkDirKBSXuM0zE
16,imperial2,Waking Up,Purl,7:00,83,"dub techno, drone, ambient, dark ambient","Electronic, New age",A Quiet Awakening,4/1/11,14,24,99,92,6,0,10,-22,E Major,4,5/24/18,4CIoawe38idzunDk7iLCqT,Dewtone Recordings,12B,GBKQU1718536,424,7.067,0:07:04,peak,TRUE,https://open.spotify.com/track/4CIoawe38idzunDk7iLCqT
17,imperial2,Calm Upon You,Ravid,8:27,152,,,Ravid Hang,9/14/09,40,33,82,95,9,0,30,-16,D Minor,4,5/24/18,6CafGWguMNmZdsoF2fTpcT,QE Records,7A,GBVMR0800010,174,2.900,0:02:54,peak,TRUE,https://open.spotify.com/track/6CafGWguMNmZdsoF2fTpcT
18,imperial2,Boares Gietkka / Lullaby,Ulla Pirttijärvi,3:16,76,,,Áibbaseabmi,1/28/08,29,5,94,0,9,0,10,-16,E Minor,4,5/24/18,1kuvlhyJh2POUSkUZ3zfak,Vuelie,9A,NOVUE0801050,198,3.300,0:03:18,peak,TRUE,https://open.spotify.com/track/1kuvlhyJh2POUSkUZ3zfak
19,imperial2,Jearrat Biekkas / Questions In The Wind,Ulla Pirttijärvi,6:56,130,,,Áibbaseabmi,1/28/08,44,28,93,1,6,0,0,-15,D Major,4,5/24/18,3j7nscIvPyOALkbsCa8Lgi,Vuelie,10B,NOVUE0801060,412,6.867,0:06:52,peak,TRUE,https://open.spotify.com/track/3j7nscIvPyOALkbsCa8Lgi
20,imperial2,Immanuel,Tony Anderson,14:20,150,,,Immanuel,11/27/15,20,29,83,90,13,0,30,-19,A Minor,3,5/24/18,2VUjpdTIN2iKrWnk2CrZVx,Tony Anderson Music,8A,USDHM1529704,864,14.400,0:14:24,peak,TRUE,https://open.spotify.com/track/2VUjpdTIN2iKrWnk2CrZVx
21,imperial2,Omkuld,Jacob David,4:10,109,neoclassical,Classical,Omkuld,10/16/15,35,3,99,73,18,0,0,-28,C Major,4,5/24/18,75MttFfVzWiLsPCQ190pdt,Moderna Records,8B,DEZ651365097,251,4.183,0:04:11,peak,TRUE,https://open.spotify.com/track/75MttFfVzWiLsPCQ190pdt
22,imperial2,Part 4 To The Evening Child,Stephan Micus,9:30,180,,,To The Evening Child,9/1/92,10,8,96,86,32,0,10,-22,G Minor,4,5/24/18,7KrwbYRbk76R3Pc8NFNJi1,Universal Music Group,6A,DEB339248604,570,9.500,0:09:30,peak,TRUE,https://open.spotify.com/track/7KrwbYRbk76R3Pc8NFNJi1
23,imperial2,Meditation No. 2,"Laraaji,Brian Eno",7:50,81,"ambient, drone, new age, art rock, krautrock, minimalism, glam rock","Electronic, Rock, Classical, New age",Ambient 3: Day Of Radiance,8/1/80,13,9,99,91,4,0,10,-27,D Minor,4,5/24/18,5Z1HyqdD5QozNnFNZA8BMK,EMI Catalogue,7A,GBAAA8000549,471,7.850,0:07:51,peak,TRUE,https://open.spotify.com/track/5Z1HyqdD5QozNnFNZA8BMK
24,imperial2,The Gift,Joep Beving,3:45,128,neoclassical,Classical,Prehension,4/7/17,38,9,99,92,8,0,0,-24,C Major,4,5/24/18,0aNwdVJmeq9CSCEPsyCvXP,Universal Music Group,8B,NLF7S1600003,226,3.767,0:03:46,peak,TRUE,https://open.spotify.com/track/0aNwdVJmeq9CSCEPsyCvXP
25,imperial2,Existence: Life,"Hafez Nazeri,Shahram Nazeri,Paul Neubauer,Matt Haimovitz,Glen Velez",8:50,91,"sufi, traditional music, chamber music, classical, minimalism","Classical, Traditional music",Rumi Symphony Project: Untold,3/7/14,31,24,89,0,4,0,10,-12,A#/B♭ Major,4,5/24/18,2e4KeWR0Ym9CTBrSG08FSc,Sony Classical,6B,USSM11102132,531,8.850,0:08:51,peak,TRUE,https://open.spotify.com/track/2e4KeWR0Ym9CTBrSG08FSc
26,imperial2,The Spheres,"Ola Gjeilo,Tenebrae,The Chamber Orchestra Of London",4:17,79,"choral, requiem, gregorian chant,",Classical,Ola Gjeilo,4/1/16,14,6,93,91,3,0,10,-20,C Minor,3,5/24/18,5UkoY7q4vOkBOwDtqrmU43,Universal Music Group,5A,GBF071504090,257,4.283,0:04:17,peak,TRUE,https://open.spotify.com/track/5UkoY7q4vOkBOwDtqrmU43
27,imperial2,Tundra,"Ola Gjeilo,Tenebrae,Thomas Gould,Ciaran McCabe,Jon Thorne,Matthew Sharp",3:35,71,"choral, requiem, gregorian chant",Classical,Ola Gjeilo,4/1/16,17,11,98,85,4,0,10,-19,A#/B♭ Major,4,5/24/18,23pA44aBQ9IOcZuXPUxJIA,Universal Music Group,6B,GBF071504160,216,3.600,0:03:36,peak,FALSE,https://open.spotify.com/track/23pA44aBQ9IOcZuXPUxJIA
28,imperial2,Offering,"Peter Kater,R. Carlos Nakai",6:54,75,new age,New age,Ritual,1/4/14,21,10,99,93,7,0,20,-20,D#/E♭ Major,3,5/24/18,6Oq0egZFdai6ZJsPoAnGd4,Mysterium Music,5B,USCGJ1431570,414,6.900,0:06:54,peak,FALSE,https://open.spotify.com/track/6Oq0egZFdai6ZJsPoAnGd4
29,imperial2,Bismillahi 'Rrahman 'Rrahim,Harold Budd,18:19,63,"ambient, minimalism, shoegaze, drone","Electronic, Classical, Rock",Wind In Lonely Fences 1970 - 2011,11/25/13,10,5,96,89,3,0,10,-24,F#/G♭ Major,3,5/24/18,3fAHE9pmxSMjMM36JvjTyy,All Saints Records,2B,GBAAA7800295,1107,18.450,0:18:27,return,TRUE,https://open.spotify.com/track/3fAHE9pmxSMjMM36JvjTyy
30,imperial2,The Song of the Butterfly,"Estas Tonne,Istvan Sky,Pablo Arellano",16:53,83,,,The Song of the Butterfly,7/14/14,28,20,93,72,4,0,0,-18,C Minor,4,5/24/18,0hWwkzGh6NBfMonE36029l,Estas Tonne,5A,QMEU31607727,1013,16.883,0:16:53,return,TRUE,https://open.spotify.com/track/0hWwkzGh6NBfMonE36029l
31,imperial2,Evanescent,Axiom Of Choice,4:40,178,sufi,Traditional music,Unfolding,1/1/02,50,65,54,72,71,0,20,-10,D Major,3,5/24/18,1cgG82O5BLN5UGRYmjQ4CP,Narada,10B,USNA10218871,280,4.667,0:04:40,return,TRUE,https://open.spotify.com/track/1cgG82O5BLN5UGRYmjQ4CP
32,imperial2,I Will Not Forget You,Max Richter,3:55,78,"neoclassical, minimalism, classical, ambient","Electronic, Classical",Testament of Youth (Original Motion Picture Soundtrack),1/1/14,14,12,80,9,3,0,0,-17,C Major,3,5/24/18,5M86CqnK2HQ0MufL5xPEok,Editions Milan Music,8B,US5941405240,236,3.933,0:03:56,return,TRUE,https://open.spotify.com/track/5M86CqnK2HQ0MufL5xPEok
33,imperial2,Embrace,Ex Confusion,3:05,65,"drone, ambient, space music","Electronic, Classical",Embrace,4/3/12,15,7,99,88,4,0,0,-25,C Major,4,5/24/18,0OIeWEFxHeMDz8QkYIRdgQ,n5MD,8B,USHMD1219603,185,3.083,0:03:05,return,TRUE,https://open.spotify.com/track/0OIeWEFxHeMDz8QkYIRdgQ
34,imperial2,LUX 3,Brian Eno,19:19,72,"ambient, art rock, krautrock, minimalism, drone, glam rock","Electronic, Rock, Classical",LUX,11/12/12,9,3,97,94,3,0,10,-27,A Minor,3,5/24/18,1wULkpU3XqJ7MddcE4Ecy8,Warp Records,8A,GBBPW1200187,1159,19.317,0:19:19,return,TRUE,https://open.spotify.com/track/1wULkpU3XqJ7MddcE4Ecy8
35,imperial2,In the Labyrinth Garden,Alio Die,43:16:00,78,"drone, dark ambient, ambient, space music","Electronic, Classical",Horas Tibi Serenas,4/7/10,16,2,99,93,6,0,0,-32,A Minor,3,5/24/18,0BcJb2UhzCfIvKlcdtwq4Z,Hic Sunt Leones,8A,USI4R1012967,2597,43.283,0:43:17,return,TRUE,https://open.spotify.com/track/0BcJb2UhzCfIvKlcdtwq4Z
36,imperial2,1/1 - Remastered 2004,Brian Eno,17:21,83,"ambient, art rock, krautrock, minimalism, drone, glam rock","Electronic, Rock, Classical",Ambient 1: Music For Airports (Remastered 2004),1978-00-00,26,0,98,91,4,0,10,-31,D Major,4,5/24/18,3bCmDqflFBHijgJfvtqev5,EMI Marketing,10B,GBAAA0400426,1042,17.367,0:17:22,return,TRUE,https://open.spotify.com/track/3bCmDqflFBHijgJfvtqev5
1,jh_classical,"Concerto for 2 Mandolins, Strings and Continuo in G major, RV 532 - Arr. Pepe Romero for 2 Guitars, Strings and Continuo: II. Andante","Antonio Vivaldi,Angel Romero,Pepe Romero,Academy of St. Martin in the Fields,Iona Brown",3:32,182,"classical, chamber music, orchestra",Classical,Vivaldi: Guitar Concertos,1/1/85,41,8,98,82,36,0,10,-32,E Minor,3,1/14/16,4JVyxDhSEAe7cvq7hjhikB,Decca Music Group Ltd.,9A,NLA508327605,212,3.533,0:03:32,onset,TRUE,https://open.spotify.com/track/4JVyxDhSEAe7cvq7hjhikB
2,jh_classical,"Concerto for Lute, 2 Violins and Continuo in D Major, RV 93: II. Largo","Antonio Vivaldi,Celin Romero,Academy of St. Martin in the Fields,Iona Brown",3:53,109,"classical, chamber music, orchestra",Classical,Vivaldi: Guitar Concertos,1/1/85,48,2,99,96,32,0,10,-30,D Major,4,1/14/16,4eUx0OcPvuSN9ioZ2CSzHg,Decca Music Group Ltd.,10B,NLA508327614,234,3.900,0:03:54,onset,TRUE,https://open.spotify.com/track/4eUx0OcPvuSN9ioZ2CSzHg
3,jh_classical,"12 Concertos, Op. 3  L'estro armonico  / Concerto No. 6 in A Minor for Violin, RV 356: II. Largo","Antonio Vivaldi,Angel Romero,Academy of St. Martin in the Fields,Iona Brown",2:19,51,"classical, chamber music, orchestra",Classical,Vivaldi: Guitar Concertos,1/1/85,39,3,99,91,38,0,10,-29,D Minor,4,1/14/16,7cVxHX7wFEdXwIzdD9tPCO,Decca Music Group Ltd.,7A,NLA508327608,140,2.333,0:02:20,onset,TRUE,https://open.spotify.com/track/7cVxHX7wFEdXwIzdD9tPCO
4,jh_classical,Mumtaz Mahal,Paul Horn,3:24,115,new age,New age,Inside The Taj Mahal,9/13/68,24,1,99,81,4,0,10,-32,E Minor,4,1/14/16,5B081R4ZB10dcY1w9sGcCq,Legacy Recordings,9A,USSM10906780,204,3.400,0:03:24,onset,TRUE,https://open.spotify.com/track/5B081R4ZB10dcY1w9sGcCq
5,jh_classical,Seah Jahan,Paul Horn,5:39,64,new age,New age,Inside The Taj Mahal,9/13/68,27,1,99,77,4,0,0,-32,D Major,4,1/14/16,0H19IeKKKsP8BM1v30L4kw,Legacy Recordings,10B,USSM10906786,340,5.667,0:05:40,onset,TRUE,https://open.spotify.com/track/0H19IeKKKsP8BM1v30L4kw
6,jh_classical,Flute Traveller,Ron Korb,2:20,71,"new age, celtic","Traditional music, New age",Flute Traveller,1/1/94,22,3,98,68,7,0,10,-24,G Major,3,1/14/16,53DoblJMitL30jWkUImmD7,Humble Dragon,9B,uscgh0782544,140,2.333,0:02:20,onset,TRUE,https://open.spotify.com/track/53DoblJMitL30jWkUImmD7
7,jh_classical,Enigma Variations: Nimrod,"Edward Elgar,Sir Colin Davis,London Symphony Orchestra",4:24,89,"classical, orchestra, opera, requiem",Classical,Elgar: Enigma Variations,6/5/07,15,5,95,86,4,0,10,-25,D#/E♭ Major,3,1/14/16,36XkWMbxnHq6aBc9fLdmFm,LSO Live,5B,GBDGQ0710910,265,4.417,0:04:25,onset,TRUE,https://open.spotify.com/track/36XkWMbxnHq6aBc9fLdmFm
8,jh_classical,O Magnum Mysterium (arr. H.R. Reynolds for wind ensemble),"Morten Lauridsen,H. Robert Reynolds,United States Coast Guard Band,Kenneth W. Megan",6:12,87,"choral, chamber music, neoclassical,",Classical,Merry Christmas! From The United States Military Bands,11/11/14,9,1,99,76,4,0,30,-26,D#/E♭ Major,4,1/14/16,3yMipKwdfTpH7KSv4dCzop,Altissimo,5B,USA5R1431214,373,6.217,0:06:13,onset,TRUE,https://open.spotify.com/track/3yMipKwdfTpH7KSv4dCzop
