playlist,song,order,chunk,valence,arousal,predicted_moods
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,0,3.570882797241211,2.789651870727539,"['background', 'calm', 'dark', 'film', 'meditative', 'relaxing', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,1,3.7487194538116455,2.8503823280334473,"['background', 'calm', 'cool', 'dark', 'happy', 'meditative', 'relaxing', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,2,3.19625186920166,2.600278854370117,"['background', 'calm', 'dark', 'dream', 'film', 'happy', 'meditative', 'relaxing', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,3,3.8867406845092773,2.991720199584961,"['background', 'calm', 'dark', 'happy', 'meditative', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,4,3.419746160507202,3.912778377532959,"['background', 'dark', 'dream', 'heavy', 'meditative', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/16-672NERJGK51lauK4EI0UTT- Robin Guthrie - Laughter In The Dark.mp3,16,5,3.5265867710113525,3.621774196624756,"['background', 'dark', 'dream', 'meditative', 'relaxing', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,0,2.9855244159698486,2.8675379753112793,"['calm', 'dark', 'documentary', 'dramatic', 'dream', 'emotional', 'film', 'meditative', 'nature', 'sad', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,1,3.364976406097412,2.458045482635498,"['calm', 'dream', 'emotional', 'film', 'love', 'meditative', 'melancholic', 'sad', 'slow', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,2,3.6250319480895996,2.759317398071289,"['calm', 'dream', 'film', 'love', 'melancholic', 'sad', 'slow', 'soft', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,3,3.3333213329315186,2.491133689880371,"['calm', 'dream', 'emotional', 'film', 'hopeful', 'love', 'meditative', 'melancholic', 'nature', 'sad', 'soft', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,4,3.6741206645965576,2.637474775314331,"['calm', 'dream', 'emotional', 'film', 'happy', 'hopeful', 'love', 'meditative', 'melancholic', 'sad', 'slow', 'soft', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,5,4.255382061004639,2.7676212787628174,"['calm', 'dream', 'film', 'love', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,6,4.972716331481934,2.730278253555298,"['calm', 'christmas', 'dream', 'happy', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/41-53QHvjAENLxqBVEYw9Xwzk- The Sonora Pine - Baby Come Home.mp3,41,7,5.19704008102417,3.079899311065674,"['calm', 'commercial', 'dream', 'film', 'hopeful', 'love', 'melancholic', 'melodic', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,0,3.5318808555603027,2.3557965755462646,"['advertising', 'background', 'calm', 'dark', 'documentary', 'film', 'movie', 'nature', 'relaxing', 'sad', 'soft']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,1,3.276548147201538,3.0619587898254395,"['adventure', 'calm', 'children', 'dark', 'documentary', 'drama', 'emotional', 'film', 'movie', 'nature', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,2,3.4900710582733154,2.3394312858581543,"['adventure', 'children', 'christmas', 'documentary', 'drama', 'emotional', 'film', 'holiday', 'movie', 'nature', 'relaxing', 'romantic', 'soft']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,3,3.1797735691070557,2.3963277339935303,"['children', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'inspiring', 'meditative', 'movie', 'nature', 'relaxing', 'romantic', 'soft']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,4,3.2042109966278076,3.5606327056884766,"['corporate', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'inspiring', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'space', 'trailer']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,5,4.1987128257751465,4.6149187088012695,"['adventure', 'advertising', 'corporate', 'dark', 'documentary', 'drama', 'dramatic', 'emotional', 'epic', 'film', 'inspiring', 'movie', 'nature', 'romantic', 'space', 'trailer']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,6,3.5955209732055664,3.786536455154419,"['advertising', 'corporate', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'inspiring', 'movie', 'nature', 'relaxing', 'romantic', 'space', 'trailer']"
chacruna_kelan_thomas2,"/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/20-7gOi88gP4o1uv1kaL02yBB- Ólafur Arnalds, Atli Örvarsson, SinfoniaNord - Öldurót - Island Songs IV.mp3",20,7,3.85115385055542,2.6417527198791504,"['background', 'calm', 'documentary', 'drama', 'emotional', 'film', 'movie', 'nature', 'relaxing', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,0,6.178805351257324,3.840305805206299,"['calm', 'film', 'happy', 'hopeful', 'inspiring', 'love', 'meditative', 'melodic', 'nature', 'positive', 'relaxing', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,1,6.2684502601623535,3.8745694160461426,"['calm', 'film', 'happy', 'hopeful', 'inspiring', 'love', 'nature', 'relaxing', 'romantic', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,2,5.08954381942749,3.336543560028076,"['calm', 'dream', 'film', 'happy', 'hopeful', 'love', 'relaxing', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,3,5.851028919219971,3.6227614879608154,"['calm', 'children', 'christmas', 'film', 'happy', 'holiday', 'hopeful', 'relaxing', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,4,5.019848346710205,3.242079257965088,"['calm', 'documentary', 'drama', 'dream', 'film', 'happy', 'hopeful', 'love', 'movie', 'nature', 'relaxing', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,5,5.656937122344971,3.5887529850006104,"['calm', 'children', 'documentary', 'dream', 'film', 'happy', 'hopeful', 'love', 'nature', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,6,5.724318504333496,3.509962320327759,"['calm', 'christmas', 'dream', 'film', 'happy', 'holiday', 'hopeful', 'love', 'melancholic', 'melodic', 'nature', 'relaxing', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/40-6Bli39TjCnI9H4nqbuUkFn- Marc Ribot - The Kid.mp3,40,7,4.699563503265381,2.8541407585144043,"['calm', 'documentary', 'drama', 'dream', 'emotional', 'film', 'happy', 'hopeful', 'love', 'movie', 'relaxing', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/43-7aUbR1W9xxgs0BWQDfpSe4- Mountains - Sheets Two.mp3,43,0,4.321690559387207,2.97550630569458,"['calm', 'documentary', 'drama', 'emotional', 'film', 'movie', 'nature', 'relaxing', 'sad', 'soft', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/43-7aUbR1W9xxgs0BWQDfpSe4- Mountains - Sheets Two.mp3,43,1,4.214932441711426,2.5493454933166504,"['calm', 'cool', 'dream', 'happy', 'meditative', 'nature', 'relaxing', 'sad', 'slow', 'soft', 'soundscape', 'uplifting']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/43-7aUbR1W9xxgs0BWQDfpSe4- Mountains - Sheets Two.mp3,43,2,3.90920352935791,2.536648750305176,"['calm', 'dream', 'happy', 'meditative', 'nature', 'relaxing', 'sad', 'slow', 'soft', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/43-7aUbR1W9xxgs0BWQDfpSe4- Mountains - Sheets Two.mp3,43,3,4.337533950805664,2.782325267791748,"['calm', 'happy', 'meditative', 'nature', 'relaxing', 'sad', 'slow', 'soundscape']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/43-7aUbR1W9xxgs0BWQDfpSe4- Mountains - Sheets Two.mp3,43,4,4.5102715492248535,2.908036708831787,"['calm', 'dream', 'emotional', 'film', 'happy', 'meditative', 'nature', 'relaxing', 'sad', 'soft', 'soundscape', 'uplifting']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,0,4.961780071258545,4.656503677368164,"['background', 'calm', 'commercial', 'cool', 'happy', 'hopeful', 'motivational', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,1,4.6555070877075195,4.576042175292969,"['background', 'calm', 'cool', 'dark', 'dramatic', 'motivational', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,2,4.491816520690918,4.65384578704834,"['background', 'calm', 'cool', 'dark', 'dramatic', 'melancholic', 'motivational', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,3,4.32694673538208,4.6780500411987305,"['background', 'cool', 'dark', 'dramatic', 'motivational', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,4,5.025126934051514,4.298845291137695,"['calm', 'hopeful', 'love', 'melancholic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,5,4.162817478179932,3.9984655380249023,"['background', 'calm', 'cool', 'dramatic', 'emotional', 'hopeful', 'love', 'melancholic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,6,4.32968282699585,4.087106704711914,"['background', 'calm', 'cool', 'dramatic', 'hopeful', 'inspiring', 'meditative', 'melancholic', 'relaxing', 'romantic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,7,4.623317241668701,4.157710075378418,"['background', 'calm', 'cool', 'dramatic', 'hopeful', 'inspiring', 'love', 'melancholic', 'motivational', 'romantic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,8,5.545658588409424,4.663567543029785,"['background', 'calm', 'commercial', 'fun', 'happy', 'hopeful', 'love', 'motivational', 'positive', 'romantic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,9,5.253484725952148,4.7574896812438965,"['background', 'calm', 'commercial', 'cool', 'happy', 'hopeful', 'motivational', 'romantic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,10,5.370134353637695,5.164139747619629,"['background', 'calm', 'commercial', 'energetic', 'hopeful', 'love', 'motivational', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/39-2gCwfDD1u1gME9VjPuRu4X- Sonna - Low And To The Side.mp3,39,11,5.5131425857543945,6.145392894744873,"['energetic', 'heavy', 'love', 'melodic', 'motivational', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,0,3.7592828273773193,2.0374186038970947,"['calm', 'cool', 'dark', 'deep', 'dream', 'relaxing', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,1,4.561991214752197,2.623006820678711,"['calm', 'cool', 'dream', 'emotional', 'hopeful', 'melancholic', 'relaxing', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,2,4.514440059661865,2.6462299823760986,"['calm', 'dream', 'emotional', 'holiday', 'hopeful', 'melancholic', 'nature', 'relaxing', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,3,4.503205299377441,2.4358069896698,"['calm', 'cool', 'drama', 'dream', 'emotional', 'holiday', 'melancholic', 'nature', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,4,4.581430912017822,2.7057220935821533,"['calm', 'cool', 'emotional', 'hopeful', 'melancholic', 'melodic', 'relaxing', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,5,4.578880310058594,3.115415096282959,"['calm', 'christmas', 'cool', 'drama', 'emotional', 'holiday', 'hopeful', 'melancholic', 'melodic', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,6,4.887434959411621,3.185743570327759,"['calm', 'children', 'christmas', 'emotional', 'funny', 'holiday', 'melancholic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,7,4.395904064178467,2.9498066902160645,"['calm', 'drama', 'dream', 'emotional', 'film', 'funny', 'holiday', 'melancholic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,8,5.1376776695251465,3.7577273845672607,"['children', 'christmas', 'drama', 'emotional', 'film', 'funny', 'holiday', 'melancholic', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,9,4.610802173614502,3.3658947944641113,"['christmas', 'cool', 'drama', 'emotional', 'funny', 'holiday', 'melancholic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,10,4.099904537200928,3.0749216079711914,"['calm', 'children', 'christmas', 'drama', 'emotional', 'funny', 'holiday', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,11,4.372310161590576,2.6912083625793457,"['calm', 'christmas', 'drama', 'emotional', 'holiday', 'melancholic', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/47-58yFroDNbzHpYzvicaC0de- Bill Evans - Peace Piece.mp3,47,12,4.837125778198242,2.5158026218414307,"['calm', 'dream', 'emotional', 'nature', 'relaxing', 'romantic', 'sad', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,0,2.3612825870513916,3.0002923011779785,"['background', 'dark', 'film', 'game', 'sad', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,1,3.192206621170044,3.477285385131836,"['advertising', 'background', 'calm', 'cool', 'dark', 'dramatic', 'emotional', 'film', 'melancholic', 'movie', 'romantic', 'sad', 'slow', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,2,3.549394130706787,3.520657539367676,"['calm', 'dark', 'dramatic', 'emotional', 'epic', 'motivational', 'relaxing', 'romantic', 'sad', 'slow', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,3,4.0527849197387695,3.514293909072876,"['advertising', 'calm', 'dark', 'dramatic', 'emotional', 'epic', 'film', 'melancholic', 'motivational', 'relaxing', 'romantic', 'sad', 'slow', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,4,3.5283191204071045,3.373310089111328,"['calm', 'dark', 'drama', 'dramatic', 'emotional', 'epic', 'melancholic', 'motivational', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,5,3.553607225418091,3.3889169692993164,"['calm', 'dark', 'drama', 'dramatic', 'emotional', 'epic', 'melancholic', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,6,4.06782865524292,3.594486951828003,"['christmas', 'dramatic', 'dream', 'emotional', 'epic', 'inspiring', 'motivational', 'relaxing', 'romantic', 'sad', 'slow', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,7,3.98394775390625,3.1688194274902344,"['christmas', 'dark', 'drama', 'dramatic', 'emotional', 'film', 'holiday', 'love', 'melancholic', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,8,3.8255512714385986,3.259089469909668,"['ballad', 'christmas', 'dark', 'drama', 'dramatic', 'emotional', 'holiday', 'love', 'melancholic', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,9,4.82426643371582,4.596541881561279,"['christmas', 'dark', 'drama', 'dramatic', 'emotional', 'epic', 'holiday', 'love', 'romantic', 'sad']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,10,4.259214878082275,4.347223281860352,"['advertising', 'christmas', 'corporate', 'documentary', 'dramatic', 'dream', 'emotional', 'epic', 'inspiring', 'motivational', 'nature', 'romantic', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,11,4.171934604644775,3.6002209186553955,"['ballad', 'christmas', 'dark', 'drama', 'dramatic', 'dream', 'emotional', 'epic', 'holiday', 'love', 'melancholic', 'romantic', 'sad', 'slow']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,12,3.5750982761383057,2.9295387268066406,"['calm', 'dark', 'drama', 'dramatic', 'dream', 'emotional', 'hopeful', 'melancholic', 'romantic', 'sad', 'slow', 'soft']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,13,3.8390212059020996,3.138291358947754,"['advertising', 'background', 'calm', 'documentary', 'dramatic', 'dream', 'emotional', 'epic', 'film', 'hopeful', 'inspiring', 'nature', 'relaxing', 'sad', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/15-6a4aOhIYhn4CRrPTOu2ZG8- Sigur Rós - Sigur 2 (Untitled).mp3,15,14,3.794687509536743,2.9558181762695312,"['calm', 'dark', 'documentary', 'drama', 'dramatic', 'dream', 'emotional', 'film', 'inspiring', 'movie', 'relaxing', 'romantic', 'sad', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/25-4X2eQcDDf1OlfH8vxMGoSb- A Winged Victory for the Sullen - Requiem for the Static King Part 2.mp3,25,0,3.2459962368011475,2.3067266941070557,"['background', 'dark', 'documentary', 'dream', 'emotional', 'film', 'nature', 'relaxing', 'slow', 'soundscape', 'space']"
chacruna_kelan_thomas2,/Users/jsgomezc/Data/psilocybin/audio/chacruna_kelan_thomas2/25-4X2eQcDDf1OlfH8vxMGoSb- A Winged Victory for the Sullen - Requiem for the Static King Part 2.mp3,25,1,3.2484569549560547,2.2170541286468506,"['background', 'calm', 'dark', 'documentary', 'dream', 'emotional', 'film', 'nature', 'relaxing', 'slow', 'soundscape', 'space']"
